airport_ref,airport_ident,length_ft,width_ft,lighted,closed
697,CBL6,2600.0,100.0,0,0
699,CBL9,4000.0,45.0,0,0
700,CBM5,5000.0,40.0,0,0
701,CBM6,3500.0,125.0,0,0
43877,CBN7,2135.0,100.0,0,0
703,CBN9,4500.0,50.0,0,0
708,CBQ2,1800.0,100.0,0,0
710,CBQ8,3350.0,200.0,0,0
711,CBR2,3700.0,60.0,0,0
320295,CBS2,1490.0,59.0,0,0
320295,CBS2,3058.0,69.0,0,0
714,CBS4,2460.0,65.0,0,0
716,CBS7,1900.0,45.0,0,0
717,CBS8,3952.0,75.0,0,0
719,CBT3,2200.0,75.0,0,0
721,CBT6,2300.0,50.0,0,0
723,CBU2,3600.0,50.0,0,0
729,CBW2,3000.0,75.0,0,0
730,CBW3,5000.0,40.0,0,0
731,CBW4,4200.0,150.0,0,0
737,CBX7,4000.0,100.0,1,0
741,CBZ9,3900.0,75.0,0,0
742,CCA3,2400.0,100.0,0,0
742,CCA3,3600.0,100.0,0,0
743,CCA6,2200.0,75.0,0,0
744,CCA7,2500.0,50.0,0,0
745,CCA9,1800.0,150.0,0,0
747,CCC2,2999.0,75.0,1,0
748,CCD2,2800.0,75.0,0,0
749,CCD3,3000.0,75.0,0,0
750,CCD4,2500.0,75.0,0,0
39895,CCE2,3251.9476494975756,110.0000996363274,0,0
39895,CCE2,3251.9476494975756,110.0000996363274,0,0
751,CCE3,4021.0,53.0,0,0
752,CCE4,2500.0,75.0,0,0
46478,CCE6,1200.0,60.0,0,0
46478,CCE6,900.0,50.0,0,0
754,CCF4,2400.0,100.0,0,0
755,CCF9,2400.0,100.0,0,0
756,CCG3,3000.0,80.0,0,0
757,CCG4,3000.0,80.0,0,0
758,CCH4,2500.0,110.0000996363274,0,0
761,CCI9,1700.0,75.0,0,0
762,CCJ3,4000.0,60.0,0,0
763,CCK3,3000.0,75.0,0,0
764,CCK4,2200.0,75.0,0,0
766,CCM3,3100.0,60.0,0,0
767,CCM4,2700.0,50.0,0,0
768,CCN2,3000.0,75.0,1,0
299183,ccn3,2550.0,50.0,0,1
311591,CCN4,2600.0,120.0,0,0
311591,CCN4,3300.0,120.0,0,0
769,CCP2,3251.9476494975756,110.0000996363274,0,0
769,CCP2,3930.0,75.0,1,0
771,CCP4,2500.0,75.0,0,0
773,CCQ3,3000.0,150.0,0,0
773,CCQ3,5000.0,150.0,1,0
773,CCQ3,5000.0,150.0,0,0
774,CCR3,5400.0,100.0,1,0
779,CCS3,3000.0,75.0,1,0
780,CCS4,4022.0,50.0,0,0
781,CCS5,2090.0,260.0,0,0
781,CCS5,2860.0,235.0,0,0
783,CCT2,3400.0,150.0,0,0
785,CCV4,2300.0,75.0,0,0
786,CCW3,3500.0,75.0,1,0
787,CCW4,2500.0,100.0,0,0
787,CCW4,2400.0,100.0,0,0
787,CCW4,1600.0,150.0,0,0
789,CCX3,4000.0,75.0,0,0
790,CCY3,3000.0,60.0,0,0
793,CCZ2,2500.0,75.0,0,0
794,CCZ3,3933.0,75.0,1,0
795,CCZ4,2500.0,75.0,0,0
796,CCZ5,2000.0,40.0,0,0
42423,CD-0001,5676.0,110.0000996363274,0,0
16631,CD00,100.0,100.0,0,0
16632,CD01,3000.0,85.0,0,0
16633,CD02,1600.0,30.0,0,0
16634,CD03,4500.0,30.0,0,0
16634,CD03,1000.0,50.0,0,0
16635,CD04,75.0,30.0,0,0
16636,CD05,2600.0,40.0,0,0
16637,CD06,80.0,30.0,0,0
16638,CD07,40.0,40.0,0,0
16640,CD09,2900.0,50.0,0,0
16641,CD10,3000.0,80.0,0,0
16641,CD10,3000.0,80.0,0,0
16642,CD11,300.0,100.0,0,0
16643,CD12,50.0,50.0,0,0
16644,CD13,2300.0,30.0,0,0
16645,CD14,2600.0,60.0,0,0
16646,CD15,4100.0,60.0,0,0
16647,CD16,100.0,100.0,0,0
16648,CD17,2200.0,30.0,0,0
16649,CD18,100.0,100.0,0,0
16650,CD19,100.0,100.0,0,0
16651,CD20,1750.0,40.0,0,0
16652,CD21,100.0,100.0,0,0
16653,CD22,40.0,40.0,0,0
16654,CD23,2150.0,60.0,0,0
16655,CD24,22.0,22.0,0,0
16656,CD25,100.0,100.0,0,0
16657,CD26,100.0,100.0,0,0
16658,CD27,30.0,30.0,0,0
16659,CD28,1800.0,40.0,0,0
16660,CD29,100.0,100.0,0,0
16661,CD30,100.0,100.0,0,0
16662,CD31,50.0,50.0,1,0
16663,CD32,3200.0,50.0,0,0
16664,CD33,100.0,100.0,0,0
16665,CD34,100.0,100.0,0,0
16666,CD35,100.0,100.0,0,0
16667,CD36,100.0,100.0,0,0
16668,CD37,100.0,100.0,0,0
16669,CD38,100.0,100.0,0,0
16670,CD39,2500.0,60.0,0,0
16671,CD40,100.0,100.0,0,0
16672,CD41,100.0,100.0,0,0
16673,CD42,100.0,100.0,0,0
16674,CD43,100.0,100.0,0,0
16675,CD44,100.0,100.0,0,0
16676,CD45,2100.0,300.0,0,0
16677,CD46,20.0,20.0,0,0
16678,CD47,45.0,45.0,1,0
16679,CD48,3500.0,80.0,0,0
16680,CD49,100.0,100.0,0,0
16681,CD50,100.0,100.0,0,0
16682,CD52,100.0,100.0,0,0
45330,CD53,40.0,40.0,1,0
16683,CD54,100.0,100.0,0,0
16684,CD55,100.0,100.0,0,0
16685,CD56,100.0,100.0,0,0
16686,CD57,100.0,100.0,0,0
16687,CD59,100.0,100.0,0,0
16688,CD62,100.0,100.0,0,0
16689,CD63,100.0,100.0,0,0
16690,CD65,100.0,100.0,0,0
16691,CD66,100.0,100.0,0,0
16692,CD68,100.0,100.0,0,0
16693,CD69,4400.0,80.0,0,0
16694,CD70,100.0,100.0,0,0
45962,CD71,500.0,100.0,0,0
16695,CD72,100.0,100.0,0,0
16696,CD74,100.0,100.0,0,0
16697,CD75,100.0,100.0,0,0
16698,CD77,100.0,100.0,0,0
16699,CD78,100.0,100.0,0,0
16700,CD79,100.0,100.0,0,0
16701,CD80,100.0,100.0,0,0
16702,CD81,100.0,100.0,0,0
16703,CD82,3515.0,150.0,0,0
16704,CD97,1375.0,60.0,0,0
16705,CD99,1800.0,50.0,0,0
799,CDA4,3000.0,75.0,1,0
800,CDA5,3000.0,75.0,1,0
801,CDA6,1660.0,50.0,0,0
806,CDC4,3000.0,100.0,0,0
16706,CDD,8000.0,1000.0,0,0
16706,CDD,7000.0,1000.0,0,0
807,CDD3,1800.0,40.0,0,0
16707,CDE,70.0,70.0,0,0
809,CDH1,3080.0,60.0,0,0
811,CDH3,1500.0,70.0,0,0
812,CDJ4,3979.0,60.0,0,0
16708,CDK,2355.0,100.0,1,0
43879,CDL7,7894.0,246.0,1,0
320210,CDL8,1800.0,60.0,0,0
816,CDO2,2400.0,75.0,0,0
818,CDT5,5024.0,74.0,0,0
821,CDU6,3996.0,50.0,0,0
822,CDU9,2400.0,30.0,0,0
822,CDU9,3500.0,60.0,0,0
823,CDV2,4003.0,47.0,0,0
827,CDY3,3000.0,75.0,1,0
829,CDY6,1728.0,30.0,0,0
830,CEA3,1800.0,50.0,0,0
830,CEA3,3650.0,75.0,1,0
831,CEA5,3000.0,75.0,1,0
832,CEA6,3500.0,75.0,1,0
834,CEB5,3251.9476494975756,110.0000996363274,0,0
834,CEB5,3492.0,75.0,1,0
43876,CEB8,2025.0,100.0,0,0
835,CEC3,3500.0,100.0,0,0
836,CEC4,4300.0,100.0,1,0
838,CED2,4129.0,75.0,0,0
839,CED3,2200.0,75.0,0,0
839,CED3,3000.0,75.0,1,0
840,CED4,2950.0,75.0,0,0
841,CED5,3000.0,75.0,1,0
841,CED5,2000.0,75.0,0,0
842,CED6,2350.0,75.0,0,0
311595,CED8,1900.0,50.0,0,0
843,CEE4,3700.0,150.0,0,0
844,CEE5,3544.0,100.0,1,0
845,CEE6,2900.0,100.0,0,0
846,CEE8,2950.0,75.0,0,0
46603,CEF2,2000.0,60.0,0,0
847,CEF3,3000.0,75.0,1,0
848,CEF4,2914.0,100.0,0,1
848,CEF4,2926.0,100.0,0,1
848,CEF4,5000.0,100.0,1,0
848,CEF4,2918.0,100.0,0,1
849,CEF6,2950.0,75.0,1,0
850,CEG2,1400.0,75.0,0,0
850,CEG2,2800.0,100.0,0,0
851,CEG3,3000.0,74.0,1,0
852,CEG4,3500.0,75.0,1,0
853,CEG5,3000.0,100.0,0,0
854,CEG8,4737.0,110.0000996363274,0,0
855,CEH2,3014.0,300.0,0,0
855,CEH2,2230.0,200.0,0,0
856,CEH3,3097.0,75.0,1,0
857,CEH4,3015.0,150.0,0,0
857,CEH4,2931.0,150.0,0,0
858,CEH5,3540.0,75.0,1,0
859,CEH6,5001.0,75.0,1,0
862,CEJ3,3000.0,75.0,1,0
863,CEJ4,3100.0,100.0,1,0
863,CEJ4,3100.0,100.0,0,1
863,CEJ4,3100.0,100.0,0,1
864,CEJ5,4500.0,100.0,0,0
865,CEJ6,4492.0,75.0,1,0
868,CEK6,2950.0,75.0,0,0
46604,CEL3,2400.0,50.0,0,0
870,CEL4,1800.0,100.0,0,0
870,CEL4,3535.0,75.0,1,0
870,CEL4,1418.0,60.0,0,0
871,CEL5,3300.0,75.0,1,0
872,CEL6,2900.0,75.0,0,0
875,CEM4,3025.0,100.0,0,0
875,CEM4,3025.0,100.0,0,0
875,CEM4,3025.0,100.0,1,0
876,CEM5,4500.0,100.0,1,0
877,CEN2,2950.0,75.0,0,0
878,CEN3,3000.0,75.0,1,0
879,CEN4,3000.0,75.0,1,0
879,CEN4,2950.0,75.0,0,1
880,CEN5,3000.0,75.0,1,0
881,CEN6,2950.0,75.0,0,0
883,CEP3,3500.0,100.0,1,0
885,CEP5,4500.0,100.0,0,0
886,CEP6,2952.0,75.0,0,0
888,CEQ3,4500.0,100.0,1,0
889,CEQ4,4363.0,65.0,0,0
890,CEQ5,5000.0,100.0,1,0
891,CER2,3000.0,75.0,1,0
892,CER3,5066.0,75.0,1,0
893,CER4,5437.0,100.0,1,0
894,CER5,2200.0,100.0,0,0
46605,CES2,3000.0,75.0,0,0
895,CES3,3200.0,75.0,0,1
895,CES3,86.0,86.0,0,0
896,CES4,3000.0,75.0,1,0
898,CET2,5000.0,100.0,0,0
899,CET4,3000.0,100.0,0,0
901,CET9,2500.0,60.0,1,0
902,CEU2,3000.0,75.0,1,0
905,CEV2,3200.0,100.0,0,0
906,CEV3,4000.0,100.0,1,0
907,CEV5,2950.0,75.0,0,0
908,CEV7,3000.0,75.0,1,0
910,CEW3,3500.0,100.0,1,0
911,CEW5,2953.0,75.0,0,0
914,CEX3,3876.0,100.0,1,0
916,CEX5,2460.0,100.0,0,0
917,CEX9,4000.0,75.0,0,0
918,CEY3,3000.0,75.0,1,0
920,CEZ3,2950.0,75.0,1,0
921,CEZ4,3000.0,100.0,1,0
924,CFA5,2400.0,100.0,0,0
928,CFB3,2600.0,100.0,0,0
928,CFB3,2800.0,100.0,0,0
929,CFB4,3000.0,75.0,0,0
930,CFB5,2000.0,100.0,0,0
931,CFB6,4560.0,100.0,1,0
932,CFB7,5000.0,100.0,0,0
934,CFC6,2500.0,45.0,0,0
935,CFC7,2950.0,75.0,0,0
936,CFD4,3000.0,75.0,1,0
937,CFD5,2940.0,75.0,0,0
939,CFD9,2500.0,60.0,0,0
940,CFE6,2800.0,100.0,0,0
942,CFF2,2400.0,100.0,0,0
943,CFF3,2400.0,100.0,0,0
945,CFF7,3406.0,120.0,0,1
945,CFF7,5036.0,120.0,0,0
946,CFF9,2000.0,60.0,0,0
947,CFG3,3000.0,75.0,1,0
948,CFG4,2950.0,75.0,0,0
949,CFG5,3360.0,90.0,0,0
46534,CFG6,6890.0,148.0,1,0
950,CFG7,2000.0,100.0,0,0
320584,CFH2,100.0,100.0,0,0
951,CFH4,4885.0,75.0,0,0
953,CFH8,2400.0,90.0,0,0
956,CFK2,2950.0,75.0,0,0
957,CFK3,2300.0,50.0,0,0
958,CFK4,2950.0,78.0,0,0
959,CFK6,3700.0,200.0,0,0
959,CFK6,4400.0,300.0,0,0
960,CFL2,3500.0,75.0,0,0
962,CFL9,2500.0,75.0,0,0
963,CFM2,2700.0,75.0,0,0
964,CFM4,2953.0,75.0,0,0
965,CFM5,4425.0,75.0,0,0
966,CFM6,2400.0,150.0,0,0
967,CFM7,3000.0,75.0,0,0
970,CFN4,4400.0,200.0,0,0
971,CFN5,4400.0,100.0,1,0
972,CFN7,1968.0,75.0,0,0
972,CFN7,4285.0,75.0,1,0
976,CFP5,2200.0,70.0,0,0
978,CFP7,7349.0,82.0,1,0
982,CFQ4,4000.0,100.0,0,0
985,CFQ7,3000.0,50.0,0,0
986,CFR2,2700.0,50.0,0,0
988,CFR7,2868.0,110.0000996363274,0,0
990,CFS5,3000.0,75.0,1,0
991,CFS6,5900.0,100.0,0,0
992,CFS7,2917.0,110.0000996363274,0,0
993,CFS8,3300.0,75.0,0,0
995,CFT2,2700.0,55.0,0,0
997,CFT5,3760.0,110.0000996363274,0,0
998,CFT8,3872.0,75.0,1,0
999,CFT9,4300.0,50.0,1,0
1000,CFU3,2600.0,450.0,0,0
1001,CFU4,3000.0,75.0,0,0
1002,CFU8,3100.0,65.0,0,0
1004,CFV2,2950.0,75.0,0,0
1005,CFV3,3600.0,75.0,0,0
1006,CFV6,4000.0,100.0,0,0
1010,CFW2,2200.0,50.0,0,0
1011,CFW4,2400.0,75.0,0,0
1014,CFX2,3025.0,50.0,1,0
1015,CFX3,3000.0,50.0,0,0
1016,CFX4,5577.0,100.0,1,0
1017,CFX6,2100.0,135.0,0,0
1017,CFX6,2950.0,75.0,0,0
1018,CFX8,1057.0,38.0,0,0
1018,CFX8,2029.0,55.0,0,0
1019,CFY2,3000.0,75.0,0,0
1020,CFY4,1930.0,75.0,0,0
1020,CFY4,2450.0,75.0,0,0
1022,CFY6,3825.0,75.0,0,0
1024,CFZ3,1700.0,65.0,0,0
1025,CFZ5,2000.0,60.0,0,0
16712,CGA,10000.0,2000.0,0,0
1026,CGB2,1400.0,65.0,0,0
1026,CGB2,2700.0,100.0,0,0
320473,CGB3,1320.0,60.0,0,0
46172,CGC,3251.9476494975756,110.0000996363274,0,0
46172,CGC,3543.0,98.0,0,0
1028,CGL2,3000.0,100.0,0,0
308297,CGR3,5240.0,150.0,0,0
308296,CGS2,2999.0,98.0,0,0
308296,CGS2,6564.0,260.0,0,0
46613,CGV2,1885.0,70.0,0,0
46613,CGV2,2108.0,70.0,0,0
46614,CGV4,2100.0,75.0,0,0
46615,CGV6,2200.0,75.0,0,0
46615,CGV6,1900.0,75.0,0,0
43117,CH-0001,82.0,82.0,1,0
308295,CHC5,5354.0,200.0,1,0
311598,CHD4,2300.0,60.0,0,0
43875,CHF2,2800.0,90.0,0,0
1037,CHG2,2000.0,100.0,0,0
320651,CHL2,3070.0,75.0,0,0
320651,CHL2,2100.0,75.0,0,0
16713,CHP,3650.0,80.0,1,0
1045,CJA3,3937.0,75.0,1,0
1045,CJA3,2300.0,100.0,0,0
1046,CJA5,3665.0,75.0,0,0
1048,CJB2,2300.0,130.0,0,0
1049,CJB3,3000.0,75.0,1,0
1050,CJB5,1525.0,40.0,0,0
1050,CJB5,2700.0,80.0,0,0
1051,CJB6,2500.0,65.0,0,0
1052,CJB8,3000.0,75.0,1,0
1053,CJC2,2100.0,60.0,0,0
1053,CJC2,1900.0,35.0,0,0
1054,CJC3,3400.0,65.0,0,0
1055,CJC4,2400.0,75.0,0,0
1056,CJC5,3340.0,40.0,0,0
1056,CJC5,3000.0,75.0,1,0
1057,CJC6,3650.0,120.0,0,0
1058,CJC8,2220.0,70.0,0,0
1061,CJD3,2660.0,75.0,0,0
1061,CJD3,1800.0,75.0,0,0
1062,CJD5,3000.0,75.0,1,0
1063,CJE2,3000.0,100.0,0,0
1064,CJE3,3000.0,75.0,0,0
1064,CJE3,4000.0,75.0,1,0
1065,CJE4,3510.0,75.0,0,0
1066,CJE5,2600.0,180.0,0,0
1067,CJE6,2600.0,75.0,0,0
1068,CJE7,2500.0,90.0,0,0
1069,CJF3,3900.0,75.0,0,0
335886,CJF4,1350.0,110.0000996363274,0,0
335886,CJF4,3150.0,110.0000996363274,0,0
1070,CJF5,4000.0,60.0,0,0
1071,CJF8,2500.0,75.0,0,0
1072,CJG2,2500.0,60.0,0,0
1074,CJH2,2525.0,90.0,0,0
1075,CJH3,2732.0,130.0,0,0
1076,CJH4,2930.0,70.0,0,0
1078,CJH8,2140.0,70.0,0,0
16715,CJJ,2949.0,50.0,1,0
1079,CJJ2,2650.0,100.0,0,0
1080,CJJ4,3980.0,75.0,1,0
1080,CJJ4,2218.0,100.0,1,0
1081,CJJ5,2400.0,75.0,0,0
1082,CJJ8,3000.0,75.0,1,0
1083,CJK2,3600.0,60.0,0,0
1084,CJK3,3150.0,75.0,0,0
1084,CJK3,3251.9476494975756,110.0000996363274,0,0
1085,CJK4,3000.0,75.0,1,0
1086,CJK5,2175.0,30.0,0,0
1086,CJK5,2650.0,40.0,0,0
1087,CJK9,2525.0,150.0,0,0
1088,CJL2,6000.0,100.0,0,0
1089,CJL4,3000.0,75.0,0,0
1090,CJL5,3000.0,180.0,0,0
1090,CJL5,2500.0,200.0,0,0
1091,CJL6,2000.0,80.0,0,0
1091,CJL6,3248.0,75.0,1,0
1092,CJL8,6150.0,110.0000996363274,0,0
1093,CJL9,2625.0,90.0,0,0
1094,CJM2,2550.0,100.0,0,0
1095,CJM4,2500.0,75.0,0,0
1096,CJM5,3625.0,60.0,1,0
1097,CJM6,2400.0,100.0,0,0
1098,CJN2,2500.0,75.0,0,0
1100,CJN4,2950.0,150.0,0,0
1100,CJN4,2850.0,150.0,0,0
1102,CJN7,2625.0,60.0,0,0
1103,CJP2,2550.0,125.0,0,0
1103,CJP2,1600.0,120.0,0,0
1104,CJP6,2870.0,65.0,0,0
1105,CJP7,4250.0,100.0,0,0
1106,CJP9,3320.0,88.0,0,0
1107,CJQ2,3000.0,65.0,0,0
1108,CJQ3,3150.0,75.0,1,0
1109,CJQ4,3100.0,75.0,1,0
1109,CJQ4,1565.0,75.0,0,0
1110,CJQ5,2900.0,80.0,0,0
1111,CJQ6,3700.0,120.0,0,0
331223,CJQ8,3522.0,110.0000996363274,0,0
331223,CJQ8,2615.0,110.0000996363274,0,0
1112,CJQ9,3450.0,80.0,0,0
1113,CJR2,3000.0,75.0,1,0
1114,CJR3,3270.0,50.0,1,0
1114,CJR3,2798.0,65.0,0,0
1115,CJR4,3000.0,75.0,1,0
1115,CJR4,1950.0,50.0,0,0
1116,CJR5,2050.0,75.0,0,0
1116,CJR5,2695.0,95.0,0,0
1117,CJR7,3400.0,150.0,0,0
1118,CJR8,2600.0,50.0,0,0
1119,CJR9,3050.0,65.0,0,0
1120,CJS2,4625.0,50.0,0,0
1121,CJS3,5280.0,120.0,0,0
1122,CJS4,2953.0,75.0,0,0
1123,CJS5,3200.0,75.0,0,0
1124,CJS7,1960.0,125.0,0,0
1125,CJT2,2575.0,110.0,0,0
1126,CJT3,3950.0,110.0,0,0
1127,CJT4,2950.0,85.0,0,0
1128,CJT5,2000.0,40.0,0,0
1128,CJT5,2250.0,65.0,0,0
1129,CJT8,3000.0,70.0,0,0
1130,CJT9,2400.0,50.0,0,0
1130,CJT9,3400.0,75.0,0,0
1131,CJU3,2400.0,60.0,0,0
1132,CJU4,2500.0,75.0,0,0
1132,CJU4,1840.0,75.0,0,0
1133,CJU5,2750.0,75.0,0,0
1134,CJU6,2500.0,45.0,0,0
1134,CJU6,3250.0,100.0,0,0
1135,CJU7,2540.0,60.0,0,0
1136,CJV2,2600.0,75.0,0,0
1137,CJV4,2500.0,75.0,0,0
1138,CJV5,3510.0,75.0,1,0
1139,CJV7,3500.0,100.0,0,0
1140,CJV8,3000.0,75.0,0,0
1141,CJV9,2165.0,75.0,0,0
1141,CJV9,2600.0,75.0,0,0
1142,CJW2,2650.0,75.0,0,0
1143,CJW3,2400.0,200.0,0,0
1144,CJW4,3251.9476494975756,110.0000996363274,0,0
1144,CJW4,2850.0,75.0,0,0
1145,CJW5,1900.0,75.0,0,0
1145,CJW5,3400.0,75.0,1,0
1146,CJW7,5100.0,100.0,0,0
16716,CJX,1997.0,60.0,0,0
1148,CJX4,2575.0,75.0,0,0
1149,CJX5,2200.0,80.0,0,0
1149,CJX5,2900.0,100.0,1,0
1151,CJY3,2200.0,160.0,0,0
1151,CJY3,3000.0,75.0,1,0
1151,CJY3,2100.0,200.0,0,0
1152,CJY4,3000.0,75.0,0,0
1153,CJY5,2950.0,100.0,0,0
1154,CJZ2,1950.0,75.0,0,0
1154,CJZ2,2800.0,90.0,0,0
1154,CJZ2,2050.0,75.0,0,0
1155,CJZ3,3000.0,75.0,1,0
1156,CJZ4,2430.0,120.0,0,0
1157,CJZ5,2050.0,115.0,0,0
1158,CKA4,2875.0,90.0,0,0
1159,CKA8,3000.0,90.0,0,0
1160,CKA9,2125.0,90.0,0,0
1161,CKB2,3000.0,75.0,0,0
1162,CKB6,3600.0,100.0,0,0
1163,CKB7,3510.0,75.0,1,0
1164,CKB8,2575.0,100.0,0,0
1165,CKC6,4400.0,90.0,0,0
1166,CKC7,2400.0,150.0,0,0
1167,CKC8,2500.0,100.0,0,0
1168,CKC9,2600.0,100.0,0,0
1169,CKD2,2550.0,60.0,0,0
1169,CKD2,2540.0,90.0,0,0
1170,CKD5,3000.0,75.0,1,0
1171,CKD7,3500.0,70.0,0,0
1172,CKD9,3500.0,100.0,0,0
1173,CKE2,2500.0,100.0,0,0
1174,CKE8,1065.0,60.0,0,0
1174,CKE8,3000.0,75.0,1,0
1176,CKF2,2475.0,75.0,0,0
1178,CKF4,2950.0,100.0,0,0
1179,CKF6,2350.0,60.0,0,0
1179,CKF6,2400.0,50.0,0,0
1181,CKF9,3020.0,70.0,0,0
1182,CKG2,3000.0,100.0,0,0
1183,CKG5,2570.0,100.0,0,0
1184,CKG8,2120.0,130.0,0,0
1185,CKH2,3950.0,100.0,1,0
1186,CKH3,3000.0,100.0,0,0
1187,CKH7,2500.0,80.0,0,0
1188,CKH8,3700.0,30.0,0,0
1189,CKJ2,2050.0,40.0,0,0
1190,CKJ4,2700.0,100.0,0,0
1191,CKJ7,1900.0,125.0,0,0
1191,CKJ7,3000.0,275.0,0,0
1191,CKJ7,2550.0,200.0,0,0
1192,CKJ8,4360.0,90.0,0,0
1193,CKJ9,2000.0,75.0,0,0
1194,CKK2,3500.0,75.0,0,0
1196,CKK4,2215.0,50.0,0,0
1196,CKK4,2430.0,75.0,0,0
1197,CKK5,2500.0,150.0,0,0
1197,CKK5,2300.0,200.0,0,0
1198,CKK7,3100.0,100.0,0,0
1198,CKK7,3251.9476494975756,110.0000996363274,0,0
1199,CKL2,3000.0,90.0,0,0
1200,CKL3,3500.0,100.0,0,0
1202,CKL5,3289.0,75.0,1,0
1203,CKL6,2200.0,40.0,0,0
1205,CKL9,2565.0,80.0,0,0
1206,CKM2,3300.0,115.0,0,0
1208,CKM4,3150.0,50.0,0,0
1209,CKM6,2600.0,75.0,0,0
1211,CKM8,4850.0,100.0,0,0
1213,CKN5,2900.0,100.0,0,0
1214,CKN8,2200.0,50.0,0,0
1216,CKP2,3000.0,50.0,0,0
1217,CKQ2,3000.0,200.0,0,0
1218,CKQ3,3500.0,100.0,0,0
1219,CKQ5,3012.0,75.0,1,0
1220,CKQ6,3000.0,75.0,1,0
1221,CKQ7,2800.0,75.0,0,0
1221,CKQ7,2650.0,75.0,0,0
1222,CKQ8,5280.0,100.0,0,0
1223,CKQ9,3950.0,100.0,0,0
1224,CKR3,2600.0,125.0,0,0
1225,CKR4,2680.0,75.0,0,0
1225,CKR4,3850.0,84.0,1,0
1226,CKR5,2660.0,65.0,0,0
1227,CKR7,2665.0,70.0,0,0
1228,CKR9,3077.0,100.0,0,0
1229,CKS3,2500.0,75.0,0,0
1230,CKS6,1500.0,40.0,0,0
1230,CKS6,2700.0,55.0,0,0
1231,CKS7,2500.0,75.0,0,0
1232,CKS8,3185.0,40.0,0,0
1233,CKS9,2400.0,70.0,0,0
1235,CKT5,2050.0,75.0,0,0
1235,CKT5,1870.0,75.0,0,0
1236,CKT7,2700.0,100.0,0,0
16717,CKU,1800.0,60.0,0,0
16717,CKU,8000.0,3000.0,0,0
1237,CKU2,2600.0,90.0,0,0
1237,CKU2,1750.0,65.0,0,0
1238,CKU4,4000.0,150.0,0,0
1239,CKU5,2300.0,75.0,0,0
1240,CKU6,2200.0,100.0,0,0
1241,CKU7,2600.0,60.0,0,0
1241,CKU7,3300.0,75.0,0,0
1241,CKU7,2500.0,75.0,0,0
1245,CKV6,2450.0,75.0,0,0
1246,CKV7,2600.0,135.0,0,0
1249,CKW6,1770.0,50.0,0,0
16718,CKX,2500.0,60.0,0,0
1251,CKX2,2500.0,100.0,0,0
1252,CKX3,2375.0,75.0,0,0
1253,CKX4,1600.0,90.0,0,0
1254,CKX5,2150.0,75.0,0,0
1255,CKX8,3300.0,65.0,0,0
1256,CKY2,2500.0,65.0,0,0
1257,CKY6,2425.0,100.0,0,0
1257,CKY6,1680.0,100.0,0,0
1259,CKZ2,2400.0,100.0,0,0
1260,CKZ3,3800.0,70.0,0,0
1261,CKZ6,2950.0,75.0,0,0
1262,CKZ7,2900.0,75.0,0,0
1262,CKZ7,1540.0,75.0,0,0
348520,CL-0010,1516.0,110.0000996363274,0,0
348540,CL-0014,4570.0,110.0000996363274,0,0
1641,CL-SC49,4472.0,135.0,0,0
16719,CL00,55.0,55.0,0,0
16720,CL01,2300.0,60.0,0,0
16721,CL02,44.0,44.0,0,0
16721,CL02,44.0,44.0,0,0
16722,CL03,74.0,70.0,0,0
16723,CL04,1950.0,20.0,1,0
16724,CL05,40.0,40.0,0,0
16725,CL06,42.0,42.0,0,0
16726,CL07,80.0,80.0,0,0
16727,CL08,51.0,28.0,0,0
16728,CL09,80.0,80.0,1,0
16729,CL10,65.0,65.0,0,0
16730,CL11,1680.0,20.0,0,0
16731,CL12,70.0,70.0,0,0
16732,CL13,1462.0,50.0,0,0
16733,CL14,50.0,50.0,0,0
16733,CL14,40.0,40.0,1,0
16734,CL15,20.0,20.0,0,0
16735,CL16,100.0,100.0,0,0
16736,CL17,40.0,40.0,0,0
16737,CL18,3800.0,55.0,0,0
16738,CL19,65.0,65.0,0,0
16739,CL20,30.0,30.0,0,0
16740,CL21,60.0,60.0,1,0
16741,CL22,50.0,50.0,0,0
16742,CL23,2600.0,30.0,1,0
16743,CL24,2000.0,64.0,0,0
16744,CL25,2350.0,40.0,0,0
16745,CL26,52.0,52.0,0,0
16746,CL27,40.0,40.0,0,0
16747,CL28,15.0,15.0,0,0
16748,CL29,3000.0,30.0,0,0
16749,CL30,100.0,100.0,0,0
16750,CL31,74.0,66.0,0,0
16751,CL32,65.0,53.0,0,0
16752,CL33,2700.0,50.0,0,0
16753,CL34,40.0,40.0,0,0
16754,CL35,3500.0,70.0,0,0
16756,CL37,75.0,66.0,0,0
16757,CL38,61.0,57.0,0,0
16758,CL39,100.0,100.0,1,0
16759,CL40,20.0,20.0,0,0
16760,CL41,68.0,68.0,0,0
16761,CL42,80.0,80.0,0,0
16762,CL43,50.0,50.0,0,0
16763,CL44,45.0,45.0,0,0
16764,CL45,100.0,100.0,0,0
16765,CL46,3100.0,40.0,0,0
16766,CL47,50.0,40.0,0,0
16767,CL48,220.0,80.0,0,0
16768,CL49,65.0,62.0,0,0
16769,CL50,50.0,50.0,0,0
16770,CL51,68.0,57.0,0,0
16771,CL52,95.0,95.0,0,0
16772,CL53,100.0,100.0,1,0
16773,CL54,65.0,65.0,0,0
16774,CL55,80.0,80.0,0,0
16775,CL56,2156.0,30.0,0,0
16776,CL57,81.0,81.0,0,0
16777,CL58,65.0,65.0,0,0
16778,CL59,20.0,20.0,0,0
