airport_ref,airport_ident,length_ft,width_ft,lighted,closed
4576,HL50,2045.0,105.0,0,0
4579,HL53,3261.0,80.0,0,0
4580,HL54,5905.0,140.0,0,0
4582,HL56,11013.0,98.0,1,0
4582,HL56,7491.0,148.0,0,0
4583,HL57,5166.0,131.0,0,0
4583,HL57,11975.0,230.0,0,0
4584,HL58,3360.0,138.0,0,0
4585,HL59,11838.0,148.0,1,0
4586,HL60,4275.0,90.0,0,0
4590,HL64,3280.0,100.0,0,0
4592,HL66,11130.0,148.0,0,0
4594,HL68,11155.0,148.0,1,0
4595,HL69,13729.0,197.0,0,0
4596,HL70,11811.0,148.0,0,0
4597,HL71,4920.0,98.0,0,0
4598,HL72,6515.0,70.0,0,0
4602,HL77,10500.0,148.0,0,0
4602,HL77,10500.0,148.0,0,0
4603,HL78,5855.0,83.0,0,0
4603,HL78,7758.0,95.0,0,0
4604,HL79,12480.0,100.0,0,0
4605,HL80,6890.0,100.0,1,0
4606,HL81,7767.0,100.0,1,0
4606,HL81,6963.0,95.0,0,0
4607,HL82,3215.0,92.0,0,0
4607,HL82,6160.0,92.0,0,0
4608,HL83,12790.0,142.0,0,0
4609,HL84,7218.0,100.0,0,0
31600,HLAM,3452.0,82.0,0,0
31600,HLAM,5700.0,95.0,0,0
31600,HLAM,3324.0,79.0,0,0
31601,HLBD,7495.0,155.0,0,0
3218,HLFL,7051.0,148.0,1,0
3219,HLGD,11807.0,148.0,0,0
3219,HLGD,11807.0,148.0,0,0
3220,HLGL,3302.0,73.0,0,0
3220,HLGL,6575.0,100.0,1,0
32467,HLGN,9895.0,150.0,0,0
32467,HLGN,9835.0,150.0,0,0
32467,HLGN,9865.0,150.0,0,0
3221,HLGT,6643.0,98.0,0,0
3221,HLGT,11811.0,148.0,1,0
3222,HLKF,12007.0,100.0,1,0
3222,HLKF,12007.0,148.0,1,0
3223,HLLB,11732.0,148.0,1,0
3223,HLLB,11731.0,148.0,1,0
3224,HLLM,6000.0,148.0,0,1
3224,HLLM,11155.0,148.0,1,0
3225,HLLQ,6214.0,190.0,0,0
3225,HLLQ,11824.0,148.0,0,0
3226,HLLS,5596.0,98.0,0,1
3226,HLLS,11778.0,148.0,1,0
3227,HLLT,11815.0,145.0,1,0
3227,HLLT,8650.0,145.0,1,0
3228,HLMB,7220.0,100.0,0,0
3229,HLNF,4985.0,110.0,0,0
3229,HLNF,6295.0,98.0,0,0
31602,HLNR,9910.0,148.0,0,0
3230,HLON,5905.0,98.0,0,0
3231,HLRA,6880.0,100.0,0,0
31604,HLSA,7220.0,160.0,0,0
3232,HLTD,6516.0,131.0,0,0
3232,HLTD,11811.0,148.0,0,0
31607,HLWA,3815.0,54.0,0,0
31607,HLWA,6918.0,94.0,0,0
3233,HLZA,4505.0,65.0,0,0
3233,HLZA,7050.0,95.0,0,0
31608,HLZG,5940.0,100.0,0,0
4588,HLZU,5496.0,98.0,0,0
4588,HLZU,5725.0,98.0,0,0
3234,HLZW,5906.0,148.0,0,0
42156,HN-0003,2500.0,110.0000996363274,0,0
338054,HN-0007,4100.0,110.0000996363274,0,1
3236,HRYG,3330.0,75.0,0,0
30801,HRYI,4000.0,50.0,0,0
3237,HRYR,11483.0,148.0,1,0
32208,HRYU,4000.0,100.0,0,0
3238,HRZA,4921.0,148.0,0,0
43976,HSAK,3500.0,110.0000996363274,0,0
30654,HSAT,5905.0,110.0000996363274,0,0
30980,HSDB,4595.0,100.0,0,0
3239,HSDN,9843.0,148.0,1,0
3240,HSDZ,9020.0,148.0,1,0
300862,HSFA,8202.0,147.0,0,0
3241,HSFS,9744.0,148.0,1,0
3241,HSFS,5010.0,148.0,0,0
30990,HSGN,5305.0,110.0000996363274,0,0
30990,HSGN,6194.0,110.0000996363274,0,0
3242,HSKA,8202.0,148.0,1,0
3243,HSLI,8375.0,175.0,0,0
300673,HSMN,13186.0,197.0,1,0
31978,HSMR,4921.0,110.0000996363274,0,0
3244,HSNN,9880.0,148.0,1,0
3245,HSOB,9843.0,148.0,1,0
3246,HSPN,8202.0,148.0,1,0
3249,HSSK,9751.0,148.0,1,0
3248,HSSM,6562.0,125.0,0,0
32648,HSSW,6562.0,110.0000996363274,0,0
30553,HSWW,7644.0,110.0000996363274,0,0
3250,HTAR,5377.0,105.0,0,0
30767,HTBU,4535.0,93.0,1,0
3251,HTDA,9843.0,151.0,1,0
3251,HTDA,3280.0,98.0,0,0
3252,HTDO,6700.0,98.0,0,0
318875,HTGW,10925.0,148.0,0,0
3253,HTIR,5508.0,98.0,0,0
32454,HTKA,5797.0,110.0000996363274,0,0
3254,HTKJ,11834.0,148.0,1,0
3255,HTLM,4003.0,66.0,0,0
31893,HTMA,5348.0,110.0000996363274,0,0
31881,HTMB,4921.0,110.0000996363274,0,0
3256,HTMT,7410.0,98.0,0,0
3256,HTMT,3815.0,98.0,0,0
31972,HTMU,5249.0,108.0,0,0
3257,HTMW,10212.0,148.0,1,0
3258,HTPE,5003.0,98.0,1,0
32283,HTSN,7480.0,110.0000996363274,0,0
32392,HTSU,3251.9476494975756,110.0000996363274,0,0
3259,HTTG,4160.0,102.0,1,0
3260,HTZA,9915.0,148.0,1,0
43981,HU-0001,2133.0,230.0,0,0
43983,HU-0002,2625.0,196.0,0,0
43988,HU-0006,2600.0,160.0,0,0
309452,HU-0017,2461.0,167.0,0,0
316170,HU-0021,2034.0,59.0,0,0
316485,HU-0023,2608.0,148.0,0,0
317630,HU-0029,2290.0,131.0,0,0
317630,HU-0029,1198.0,131.0,0,0
318134,HU-0033,1427.0,164.0,0,0
319722,HU-0036,3281.0,98.0,0,0
3262,HUAJ,3710.0,65.0,0,0
3263,HUEN,7900.0,150.0,0,0
3263,HUEN,12000.0,150.0,1,0
3264,HUGU,10314.0,98.0,0,0
31724,HUKF,5774.0,98.0,0,0
313431,HUKJ,3630.0,81.0,0,0
31776,HUKS,5151.0,110.0000996363274,0,0
31884,HUMA,5446.0,100.0,0,0
302288,HUPA,5055.0,110.0000996363274,0,0
3265,HUSO,6100.0,98.0,0,0
3265,HUSO,2525.0,98.0,0,1
307891,HWA,1358.0,98.0,0,0
17657,HWI,10000.0,3000.0,0,0
17659,HYL,4500.0,500.0,0,0
17659,HYL,6000.0,500.0,0,0
17660,I01,100.0,125.0,1,0
17661,I04,10000.0,300.0,0,0
17662,I08,1750.0,40.0,0,0
20124,I19,4500.0,75.0,1,0
17663,I25,2695.0,50.0,1,0
17664,I27,1705.0,75.0,0,0
17665,I32,5500.0,100.0,1,0
17666,I38,1577.0,100.0,0,0
17667,I41,2300.0,75.0,0,0
17668,I42,2773.0,50.0,1,0
17669,I44,2900.0,52.0,0,0
17670,I61,4000.0,200.0,1,0
17671,I62,2500.0,30.0,1,0
17672,I72,3000.0,100.0,0,0
17673,I80,3580.0,100.0,1,0
17674,I83,2738.0,50.0,1,0
17676,I91,2300.0,100.0,0,0
17677,I96,2600.0,60.0,1,0
17678,I99,2591.0,60.0,0,0
17679,IA00,1900.0,75.0,0,0
17680,IA01,2600.0,75.0,0,0
17682,IA03,1300.0,50.0,0,0
17683,IA04,45.0,45.0,1,0
17684,IA05,3000.0,150.0,0,0
17685,IA06,1960.0,80.0,0,0
17687,IA08,2620.0,66.0,0,0
17688,IA09,54.0,54.0,1,0
17689,IA10,60.0,60.0,0,0
17690,IA11,1000.0,75.0,0,0
17691,IA12,2500.0,70.0,0,0
17692,IA13,43.0,43.0,0,0
17693,IA14,500.0,500.0,0,0
17695,IA16,1800.0,75.0,0,0
17696,IA17,2000.0,70.0,0,0
17698,IA19,55.0,55.0,0,0
345232,IA20,900.0,60.0,0,0
345232,IA20,1860.0,60.0,0,0
17701,IA23,2540.0,160.0,1,0
17702,IA24,4000.0,60.0,1,0
17704,IA26,2640.0,80.0,0,0
17705,IA27,2350.0,175.0,0,0
17706,IA28,2300.0,50.0,0,0
17707,IA29,40.0,40.0,0,0
17708,IA30,1500.0,66.0,0,0
17709,IA31,2390.0,170.0,0,0
17710,IA32,1800.0,75.0,0,0
17712,IA34,50.0,50.0,0,0
17713,IA35,2400.0,120.0,0,0
17714,IA36,1800.0,60.0,0,0
17715,IA37,40.0,40.0,0,0
17716,IA38,1700.0,200.0,0,0
17717,IA39,174.0,117.0,0,0
17718,IA40,30.0,30.0,0,0
17719,IA41,2350.0,50.0,0,0
17720,IA42,150.0,150.0,0,0
17721,IA43,60.0,60.0,0,0
17722,IA44,550.0,40.0,0,0
17723,IA45,2500.0,125.0,0,0
17724,IA46,35.0,35.0,0,0
17726,IA48,2100.0,100.0,0,0
17727,IA49,2626.0,70.0,1,0
17729,IA51,2600.0,100.0,0,0
17730,IA52,1000.0,60.0,0,0
17731,IA54,2000.0,100.0,0,0
17732,IA55,25.0,25.0,0,0
17733,IA56,2500.0,80.0,0,0
17734,IA57,30.0,30.0,0,0
17735,IA58,2400.0,100.0,1,0
17736,IA59,1600.0,50.0,0,0
17736,IA59,1300.0,100.0,0,0
17737,IA60,70.0,70.0,0,0
17737,IA60,70.0,70.0,0,0
17737,IA60,70.0,70.0,0,0
17738,IA61,2100.0,60.0,0,0
17739,IA62,1800.0,100.0,0,0
17740,IA63,1800.0,70.0,0,0
17741,IA64,68.0,75.0,0,0
17741,IA64,66.0,75.0,0,0
17741,IA64,75.0,75.0,0,0
17741,IA64,70.0,69.0,0,0
17742,IA65,2500.0,75.0,0,0
17743,IA66,2215.0,100.0,1,0
17744,IA67,58.0,58.0,0,0
17745,IA68,2200.0,50.0,0,0
17746,IA69,5000.0,66.0,0,0
17747,IA70,2900.0,100.0,0,0
17748,IA71,50.0,50.0,0,0
17749,IA72,50.0,50.0,0,0
17750,IA73,50.0,50.0,0,0
17751,IA74,50.0,50.0,0,0
17752,IA75,10.0,10.0,0,0
17755,IA78,59.0,59.0,0,0
17756,IA79,60.0,60.0,1,0
46309,IA8,2700.0,120.0,1,0
17757,IA80,2400.0,120.0,1,0
17758,IA81,50.0,50.0,0,0
17759,IA82,40.0,40.0,0,0
17759,IA82,60.0,50.0,0,0
17760,IA83,2590.0,80.0,1,0
17761,IA84,2320.0,90.0,0,0
17762,IA85,1200.0,75.0,0,0
17763,IA86,2000.0,60.0,0,0
17764,IA87,2600.0,150.0,0,0
17765,IA88,100.0,100.0,0,0
17766,IA89,30.0,30.0,0,0
17767,IA90,40.0,40.0,1,0
17768,IA91,50.0,50.0,0,0
17769,IA92,50.0,50.0,0,0
17772,IA95,30.0,30.0,0,0
17773,IA96,60.0,60.0,0,0
17774,IA97,2120.0,80.0,0,0
17775,IA98,52.0,52.0,0,0
17776,IA99,40.0,40.0,0,0
17777,IBN,2000.0,40.0,0,0
41492,ID-0003,3251.9476494975756,110.0000996363274,0,0
46586,ID-0006,5594.0,98.0,0,0
46490,ID-0010,3251.9476494975756,110.0000996363274,0,0
46587,ID-0011,4593.0,98.0,0,0
301955,ID-0012,4593.0,75.0,0,0
46589,ID-0013,2233.0,59.0,0,0
349721,ID-0017,3806.0,110.0000996363274,0,1
310158,ID-0022,1635.0,79.0,0,0
310161,ID-0023,1315.0,69.0,0,0
310167,ID-0024,1968.0,66.0,0,0
310169,ID-0025,3251.9476494975756,110.0000996363274,0,0
310171,ID-0026,1640.0,88.0,0,0
310173,ID-0027,1706.0,98.0,0,0
310248,ID-0028,1479.0,82.0,0,0
310250,ID-0029,1601.0,79.0,0,0
310258,ID-0030,1659.0,98.0,0,0
310260,ID-0031,1745.0,98.0,0,0
310263,ID-0032,1600.0,98.0,0,0
310265,ID-0033,1476.0,89.0,0,0
310267,ID-0034,2247.0,95.0,0,0
310271,ID-0036,2099.0,75.0,0,0
310275,ID-0038,1375.0,72.0,0,0
310281,ID-0039,2625.0,75.0,0,0
310291,ID-0040,1972.0,85.0,0,0
310295,ID-0042,1378.0,59.0,0,0
310297,ID-0043,1440.0,46.0,0,0
310313,ID-0044,2707.0,112.0,0,0
310319,ID-0045,1980.0,59.0,0,0
310321,ID-0046,1620.0,82.0,0,0
310323,ID-0047,1886.0,85.0,0,0
310330,ID-0049,1601.0,75.0,0,0
310332,ID-0050,2411.0,92.0,0,0
310333,ID-0051,1751.0,59.0,0,0
310334,ID-0052,1601.0,89.0,0,0
310338,ID-0053,1650.0,79.0,0,0
310342,ID-0054,1476.0,92.0,0,0
310344,ID-0055,1407.0,75.0,0,0
310347,ID-0056,1332.0,92.0,0,0
310349,ID-0057,1640.0,89.0,0,0
310351,ID-0058,1283.0,75.0,0,0
310353,ID-0059,1801.0,98.0,0,0
310355,ID-0060,1329.0,92.0,0,0
310358,ID-0061,1469.0,92.0,0,0
310360,ID-0062,1640.0,66.0,0,0
310362,ID-0063,1453.0,46.0,0,0
310397,ID-0064,1800.0,89.0,0,0
310399,ID-0065,2296.0,98.0,0,0
310406,ID-0066,2233.0,66.0,0,0
310409,ID-0067,1895.0,98.0,0,0
310412,ID-0068,1909.0,82.0,0,0
310414,ID-0069,2789.0,95.0,0,0
310416,ID-0070,1632.0,66.0,0,0
310422,ID-0071,1385.0,92.0,0,0
310425,ID-0072,1804.0,98.0,0,0
310427,ID-0073,2440.0,89.0,0,0
310443,ID-0074,1500.0,75.0,0,0
310445,ID-0075,1450.0,69.0,0,0
310449,ID-0076,1310.0,82.0,0,0
310452,ID-0077,1710.0,98.0,0,0
310455,ID-0078,2087.0,101.0,0,0
310458,ID-0079,1505.0,75.0,0,0
310463,ID-0080,1335.0,98.0,0,0
310465,ID-0081,2329.0,72.0,0,0
310468,ID-0082,1798.0,92.0,0,0
310470,ID-0083,1788.0,82.0,0,0
310474,ID-0084,2958.0,75.0,0,0
310478,ID-0085,1590.0,79.0,0,0
310480,ID-0086,1274.0,95.0,0,0
310482,ID-0087,1600.0,89.0,0,0
310484,ID-0088,2349.0,69.0,0,0
310490,ID-0089,1903.0,79.0,0,0
310492,ID-0090,1415.0,85.0,0,0
310494,ID-0091,1463.0,79.0,0,0
310500,ID-0092,1350.0,56.0,0,0
310502,ID-0093,1312.0,49.0,0,0
310513,ID-0094,1312.0,82.0,0,0
310515,ID-0095,1476.0,59.0,0,0
310521,ID-0097,1595.0,66.0,0,0
310523,ID-0098,1360.0,66.0,0,0
310525,ID-0099,1411.0,72.0,0,0
310606,ID-0100,1400.0,59.0,0,0
310679,ID-0101,1450.0,59.0,0,0
310695,ID-0104,1719.0,79.0,0,0
310697,ID-0105,1585.0,95.0,0,0
310699,ID-0106,1673.0,82.0,0,0
310701,ID-0107,1378.0,98.0,0,0
310703,ID-0108,1706.0,56.0,0,0
310705,ID-0109,1450.0,75.0,0,0
310838,ID-0110,1640.0,75.0,0,0
310841,ID-0111,1427.0,56.0,0,0
310844,ID-0113,1612.0,75.0,0,0
310887,ID-0114,1295.0,66.0,0,0
310890,ID-0116,1550.0,79.0,0,0
310892,ID-0117,1601.0,89.0,0,0
310898,ID-0118,2090.0,75.0,0,0
310900,ID-0119,2139.0,89.0,0,0
310904,ID-0121,3251.9476494975756,110.0000996363274,0,0
310909,ID-0124,1535.0,66.0,0,0
310963,ID-0125,10980.0,400.0,0,0
310979,ID-0126,1969.0,66.0,0,0
310985,ID-0128,1170.0,89.0,0,0
310987,ID-0129,1640.0,98.0,0,0
311002,ID-0130,1519.0,108.0,0,0
311145,ID-0136,1405.0,82.0,0,0
311149,ID-0138,1400.0,75.0,0,0
311154,ID-0139,2953.0,75.0,0,0
311170,ID-0141,1312.0,82.0,0,0
311172,ID-0142,1738.0,75.0,0,0
311210,ID-0143,1779.0,49.0,0,0
311215,ID-0145,1312.0,66.0,0,0
311218,ID-0146,1624.0,66.0,0,0
311221,ID-0147,1575.0,66.0,0,0
311226,ID-0148,1877.0,79.0,0,0
311231,ID-0149,2198.0,89.0,0,0
311233,ID-0150,2296.0,49.0,0,0
311235,ID-0151,1388.0,49.0,0,0
311285,ID-0152,1509.0,89.0,0,0
311289,ID-0153,1800.0,75.0,0,0
311290,ID-0154,1374.0,56.0,0,0
311558,ID-0156,1865.0,85.0,0,0
311561,ID-0157,1100.0,33.0,0,0
311564,ID-0158,3251.9476494975756,110.0000996363274,0,0
311630,ID-0159,1319.0,75.0,0,0
311634,ID-0161,1621.0,98.0,0,0
311640,ID-0162,3251.9476494975756,110.0000996363274,0,0
311641,ID-0163,3251.9476494975756,110.0000996363274,0,0
311643,ID-0164,1911.0,69.0,0,0
311645,ID-0165,1968.0,75.0,0,0
311647,ID-0166,1400.0,66.0,0,0
311649,ID-0167,1560.0,75.0,0,0
311870,ID-0171,3251.9476494975756,110.0000996363274,0,0
311872,ID-0173,1132.0,110.0000996363274,0,0
325373,ID-0175,1378.0,85.0,0,0
325374,ID-0176,1450.0,98.0,0,0
325377,ID-0177,3251.9476494975756,110.0000996363274,0,0
329576,ID-0179,3251.9476494975756,110.0000996363274,0,0
329620,ID-0180,3251.9476494975756,110.0000996363274,0,0
329625,ID-0181,3251.9476494975756,110.0000996363274,0,0
41361,ID-AAS,3251.9476494975756,110.0000996363274,0,0
41362,ID-AGD,1590.0,59.0,0,0
41365,ID-AYW,3251.9476494975756,110.0000996363274,0,0
41368,ID-DRH,1870.0,56.0,0,0
41369,ID-ELR,2227.0,72.0,0,0
41370,ID-EWE,1969.0,59.0,0,0
41371,ID-IUL,2297.0,59.0,0,0
41372,ID-KBF,2402.0,66.0,0,0
41373,ID-KBX,1810.0,79.0,0,0
41374,ID-KCD,2130.0,49.0,0,0
41377,ID-KMM,1992.0,59.0,0,0
41381,ID-LLN,2530.0,98.0,0,0
41382,ID-LWE,2953.0,75.0,0,0
41387,ID-MUF,2050.0,66.0,0,0
41391,ID-OBD,2503.0,66.0,0,0
41394,ID-PUM,3280.0,75.0,0,0
41396,ID-RAQ,5249.0,110.0000996363274,0,0
41399,ID-RUF,3251.9476494975756,110.0000996363274,0,0
41402,ID-TBM,2953.0,75.0,0,0
41403,ID-TMY,2165.0,85.0,0,0
41403,ID-TMY,1100.0,110.0000996363274,0,1
3266,ID-WA19,3009.0,98.0,1,0
3271,ID-WA98,3020.0,72.0,0,0
41408,ID-ZEG,2154.0,30.0,0,0
29639,ID-ZGP,1969.0,56.0,0,0
17778,ID00,2800.0,100.0,0,0
17779,ID01,2400.0,40.0,0,0
17780,ID02,200.0,80.0,0,0
17781,ID03,60.0,60.0,0,0
17783,ID05,3500.0,150.0,0,0
17784,ID06,2400.0,75.0,0,0
17785,ID07,1800.0,40.0,0,0
17786,ID08,100.0,80.0,0,0
17790,ID12,2700.0,80.0,1,0
17791,ID13,1400.0,200.0,0,0
17792,ID14,30.0,30.0,0,0
17794,ID16,4000.0,30.0,0,0
17795,ID17,3900.0,60.0,0,0
17796,ID18,95.0,45.0,0,0
17797,ID19,1900.0,40.0,0,0
17798,ID20,40.0,40.0,0,0
17799,ID21,1800.0,50.0,0,0
17800,ID22,3000.0,50.0,0,0
17801,ID23,2600.0,80.0,0,0
17802,ID24,2000.0,60.0,0,0
17803,ID25,3000.0,50.0,0,0
45399,ID26,2600.0,24.0,0,0
17804,ID27,800.0,30.0,0,0
17805,ID28,1900.0,200.0,0,0
17806,ID29,2600.0,150.0,0,0
17807,ID30,60.0,60.0,0,0
17808,ID31,20.0,20.0,0,0
17809,ID32,8000.0,100.0,0,0
17809,ID32,2700.0,60.0,0,0
17810,ID33,3000.0,100.0,0,0
17811,ID34,1800.0,100.0,0,0
17812,ID35,2300.0,50.0,0,0
45174,ID36,3900.0,120.0,0,0
17814,ID37,50.0,50.0,0,0
17815,ID38,100.0,60.0,0,0
17816,ID39,1600.0,100.0,0,0
17817,ID40,2892.0,40.0,1,0
17818,ID41,2450.0,175.0,0,0
17820,ID43,2700.0,100.0,0,0
17821,ID44,4300.0,200.0,0,0
17822,ID45,50.0,50.0,0,0
17823,ID46,45.0,45.0,0,0
17824,ID47,60.0,60.0,0,0
17825,ID48,2800.0,100.0,0,0
17826,ID49,90.0,60.0,0,0
17827,ID50,2600.0,40.0,0,0
17829,ID52,2600.0,30.0,0,0
17830,ID53,22.0,26.0,0,0
17831,ID54,15000.0,500.0,0,0
17832,ID55,65.0,65.0,0,0
17833,ID56,5000.0,50.0,0,0
17834,ID57,60.0,60.0,0,0
17835,ID58,95.0,85.0,0,0
17836,ID59,2900.0,90.0,0,0
17837,ID60,2500.0,40.0,0,0
17838,ID61,1800.0,50.0,0,0
17839,ID62,3750.0,30.0,0,0
17840,ID63,1800.0,160.0,0,0
17841,ID64,40.0,40.0,1,0
17842,ID65,1900.0,55.0,0,0
17843,ID66,50.0,50.0,0,0
17844,ID67,1100.0,75.0,0,0
17845,ID68,2500.0,100.0,0,0
17846,ID69,85.0,85.0,0,0
17847,ID70,60.0,45.0,0,0
17848,ID71,150.0,100.0,0,0
17849,ID72,2500.0,100.0,0,0
17850,ID73,100.0,80.0,0,0
17851,ID74,3300.0,40.0,0,0
17852,ID75,2600.0,75.0,0,0
17853,ID76,1500.0,50.0,0,0
17854,ID77,2450.0,75.0,0,0
17855,ID78,2600.0,50.0,0,0
17856,ID79,2200.0,35.0,0,0
17857,ID80,75.0,75.0,1,0
17858,ID82,3000.0,100.0,0,0
17859,ID83,40.0,40.0,0,0
17860,ID84,2800.0,100.0,0,0
17861,ID85,3000.0,150.0,0,0
17862,ID86,1800.0,50.0,0,0
17863,ID87,2400.0,120.0,0,0
17864,ID88,3300.0,110.0,0,0
17865,ID89,75.0,40.0,0,0
17866,ID90,2000.0,50.0,0,0
17867,ID91,50.0,50.0,1,0
17867,ID91,25.0,25.0,1,0
17868,ID92,4200.0,60.0,0,0
17869,ID93,2100.0,200.0,0,0
17870,ID94,1600.0,40.0,0,0
17871,ID95,1700.0,50.0,0,0
17872,ID96,2600.0,250.0,0,0
17873,ID97,2100.0,60.0,0,0
17874,ID98,20.0,20.0,0,0
17875,ID99,30.0,30.0,1,0
309146,IDN,1699.0,98.0,0,0
317046,IE-0005,1641.0,49.0,0,0
321594,IE-0037,1181.0,110.0000996363274,0,0
321596,IE-0038,1181.0,110.0000996363274,0,0
17877,IG00,18.0,18.0,0,0
17878,IG01,50.0,50.0,0,0
17879,IG02,1800.0,75.0,0,0
17880,IG03,1800.0,75.0,0,0
17881,IG04,1057.0,75.0,0,0
46310,IG05,2600.0,200.0,0,0
17882,IG06,130.0,130.0,0,0
17883,IG07,1280.0,60.0,0,0
42774,IG22,6800.0,2200.0,0,0
17886,II00,1500.0,300.0,0,0
17887,II01,1920.0,50.0,0,0
17888,II02,1900.0,150.0,0,0
17889,II03,1800.0,50.0,0,0
17890,II04,2600.0,125.0,0,0
17891,II05,2300.0,100.0,0,0
17892,II06,2740.0,100.0,0,0
17893,II07,2600.0,75.0,0,0
17894,II08,2640.0,60.0,0,0
17895,II09,2400.0,60.0,0,0
17896,II10,1280.0,30.0,0,0
17897,II11,1329.0,40.0,0,0
17898,II12,2500.0,50.0,0,0
45418,II13,1870.0,150.0,0,0
17899,II14,1900.0,50.0,0,0
17900,II15,2600.0,80.0,0,0
17901,II16,1800.0,100.0,0,0
17902,II17,1320.0,100.0,0,0
17903,II18,2540.0,70.0,0,0
17904,II19,1500.0,100.0,0,0
17905,II20,2300.0,23.0,0,0
17906,II21,2000.0,75.0,0,0
17907,II22,1350.0,60.0,0,0
17908,II23,40.0,40.0,1,0
17909,II25,2000.0,100.0,0,0
17910,II26,2200.0,60.0,0,0
17911,II27,1800.0,100.0,0,0
17912,II28,1400.0,50.0,0,0
17913,II29,2500.0,150.0,0,0
17914,II30,1900.0,60.0,0,0
17914,II30,2500.0,65.0,1,0
17915,II31,2240.0,100.0,0,0
17916,II32,3600.0,60.0,0,0
17917,II33,3000.0,50.0,0,0
17918,II34,1400.0,100.0,0,0
17920,II36,1000.0,60.0,0,0
17921,II37,1800.0,60.0,0,0
17922,II38,1600.0,75.0,0,0
17923,II39,1600.0,80.0,0,0
17923,II39,1600.0,80.0,0,0
17925,II41,50.0,50.0,1,0
17926,II42,1600.0,60.0,0,0
17927,II43,1200.0,100.0,0,0
17928,II44,40.0,40.0,0,0
17929,II45,900.0,75.0,0,0
17930,II46,40.0,40.0,0,0
17931,II47,50.0,50.0,0,0
17932,II48,35.0,35.0,0,0
17933,II49,1800.0,50.0,0,0
17934,II50,1300.0,50.0,0,0
17935,II51,2800.0,100.0,0,0
17936,II52,1250.0,100.0,0,0
17937,II53,2000.0,60.0,0,0
17938,II54,1700.0,50.0,0,0
17939,II55,1700.0,50.0,0,0
17939,II55,1700.0,50.0,0,0
17940,II56,40.0,40.0,1,0
17941,II57,30.0,30.0,0,0
17942,II59,1000.0,50.0,0,0
17943,II61,23.0,23.0,0,0
17944,II62,1300.0,50.0,0,0
17945,II64,12.0,12.0,0,0
17946,II65,2000.0,200.0,0,0
17947,II66,100.0,100.0,0,0
17948,II67,1100.0,125.0,0,0
17948,II67,626.0,125.0,0,0
17949,II68,2200.0,100.0,0,0
17950,II69,1800.0,100.0,0,0
17951,II70,1600.0,50.0,0,0
17953,II72,1300.0,20.0,0,0
17955,II74,3000.0,60.0,1,0
17958,II77,1900.0,100.0,0,0
17959,II78,2000.0,75.0,0,0
17960,II79,2300.0,60.0,0,0
17961,II81,2300.0,80.0,0,0
17962,II82,2700.0,75.0,0,0
17963,II83,2400.0,100.0,0,0
17964,II84,1400.0,60.0,0,0
17965,II85,2200.0,50.0,0,0
17966,II86,2067.0,100.0,0,0
17967,II87,2140.0,35.0,0,0
45413,II88,50.0,50.0,1,0
17968,II89,1000.0,60.0,0,0
17969,II90,1500.0,180.0,0,0
17970,II91,1600.0,75.0,0,0
17971,II92,60.0,50.0,0,0
17972,II93,2186.0,75.0,0,0
17973,II94,2640.0,60.0,0,0
17974,II95,2050.0,90.0,0,0
17975,II96,2000.0,100.0,0,0
17976,II97,2000.0,60.0,0,0
17981,IL00,20.0,20.0,0,0
17982,IL01,2600.0,100.0,0,0
17983,IL02,2600.0,80.0,0,0
17984,IL03,40.0,40.0,0,0
17985,IL04,30.0,30.0,0,0
17986,IL05,1800.0,100.0,0,0
345328,IL06,45.0,45.0,1,0
17987,IL07,1300.0,70.0,0,0
17988,IL08,40.0,21.0,0,0
17990,IL11,1500.0,100.0,0,0
17991,IL12,2600.0,70.0,0,0
17992,IL13,2450.0,70.0,0,0
17993,IL14,30.0,30.0,0,0
17994,IL15,2625.0,200.0,0,0
17995,IL16,1600.0,70.0,0,0
17996,IL17,56.0,56.0,0,0
17998,IL19,40.0,40.0,0,0
17999,IL20,40.0,40.0,1,0
18000,IL21,75.0,75.0,0,0
18001,IL22,1882.0,70.0,0,0
18002,IL23,2000.0,70.0,0,0
18003,IL24,2300.0,138.0,0,0
18004,IL25,40.0,40.0,1,0
18005,IL26,40.0,40.0,1,0
18007,IL29,1900.0,60.0,0,0
18008,IL31,3300.0,300.0,0,0
18009,IL32,2160.0,150.0,0,0
18010,IL33,40.0,40.0,0,0
18011,IL34,2800.0,80.0,0,0
18012,IL35,1320.0,100.0,0,0
18013,IL36,2150.0,70.0,0,0
18014,IL38,2600.0,70.0,0,0
18015,IL40,100.0,100.0,0,0
18016,IL41,45.0,45.0,1,0
18017,IL42,150.0,60.0,1,0
18018,IL43,40.0,40.0,1,0
18019,IL44,60.0,60.0,0,0
18020,IL45,1685.0,100.0,0,0
18021,IL46,1800.0,100.0,0,0
18022,IL47,60.0,60.0,0,0
18023,IL49,40.0,40.0,0,0
13313,IL50,44.0,44.0,1,0
18024,IL51,3000.0,120.0,0,0
18025,IL52,2150.0,70.0,0,0
18026,IL53,1412.0,70.0,0,0
18027,IL54,2220.0,100.0,0,0
18028,IL55,1200.0,60.0,0,0
18029,IL56,2300.0,60.0,0,0
18030,IL57,1800.0,134.0,0,0
18031,IL58,1800.0,75.0,0,0
18032,IL59,2000.0,250.0,0,0
18033,IL60,2000.0,75.0,0,0
18033,IL60,2600.0,75.0,0,0
