ident,type,name,latitude_deg,longitude_deg,continent,iso_region,municipality,iata_code,airport_ref,airport_ident,lighted,closed,elevacion,longitud_pista,ancho_pista
HKLK,medium_airport,Lokichoggio Airport,4.20412015914917,34.348201751708984,AF,KE-700,Lokichoggio,LKG,21596.0,LL43,0.0,0.0,6804.46,6561.68,262.47
HKLO,medium_airport,Lodwar Airport,3.1219699382781982,35.608699798583984,AF,KE-700,Lodwar,LOK,21597.0,LL44,0.0,0.0,5626.64,8530.18,328.08
HKLU,medium_airport,Manda Airstrip,-2.252419948577881,40.91310119628906,AF,KE-300,Lamu,LAU,21599.0,LL46,0.0,0.0,65.62,6922.57,295.28
HKLY,small_airport,Loyengalani Airport,2.75,36.71699905395508,AF,KE-400,Loyengalani,LOY,21600.0,LL47,0.0,0.0,3920.6,131.23,131.23
HKMA,small_airport,Mandera Airport,3.933000087738037,41.849998474121094,AF,KE-500,Mandera,NDE,21601.0,LL48,0.0,0.0,2641.08,6889.76,344.49
HKMB,small_airport,Marsabit Airport,2.3442540000000003,37.999996,AF,KE-400,Marsabit,RBT,21602.0,LL49,0.0,0.0,14419.29,5249.34,328.08
HKMK,small_airport,Mulika Lodge Airport,0.16508299999999998,38.195141,AF,KE-400,Meru-Kinna,JJM,21605.0,LL53,0.0,0.0,6561.68,7874.02,328.08
HKML,medium_airport,Malindi Airport,-3.2293100357055664,40.10169982910156,AF,KE-300,Malindi,MYD,21606.0,LL54,0.0,0.0,262.47,5413.39,295.28
HKMO,large_airport,Moi International Airport,-4.03483,39.5942,AF,KE-300,Mombasa,MBA,21608.0,LL56,0.0,0.0,656.17,7874.02,249.34
HKMS,medium_airport,Mara Serena Lodge Airstrip,-1.406111,35.008057,AF,KE-700,Masai Mara,MRE,3279.0,LL59,0.0,0.0,17060.37,8648.29,328.08
HKMY,small_airport,Moyale Airport,3.4697199999999997,39.101397999999996,AF,KE-400,Moyale (Lower),OYL,21611.0,LL65,0.0,0.0,9153.54,5249.34,328.08
HKNI,small_airport,Nyeri Airport,-0.3644140064716339,36.97848510742188,AF,KE-200,Nyeri,NYE,21614.0,LL74,0.0,0.0,19127.3,8202.1,393.7
HKNK,small_airport,Nakuru Airport,-0.298067,36.159302000000004,AF,KE-700,Nakuru,NUU,21615.0,LL75,0.0,0.0,20452.76,6233.6,328.08
HKNW,medium_airport,Nairobi Wilson Airport,-1.3217200040817259,36.81480026245117,AF,KE-110,Nairobi,WIL,21618.0,LL80,0.0,0.0,18162.73,7217.85,295.28
HKNY,medium_airport,Nanyuki Airport,-0.062399,37.041008000000005,AF,KE-200,Nanyuki,NYK,21619.0,LL81,0.0,0.0,20505.25,14107.61,328.08
HKSB,small_airport,Buffalo Spring,0.530583,37.534195000000004,AF,KE-700,Samburu,UAS,21621.0,LL83,0.0,0.0,10810.37,131.23,131.23
HKUK,small_airport,Ukunda Airstrip,-4.29333,39.571098,AF,KE-300,Ukunda,UKA,21622.0,LL84,0.0,0.0,321.52,131.23,131.23
HKWJ,medium_airport,Wajir Airport,1.7332400000000001,40.091599,AF,KE-500,Wajir,WJR,21625.0,LL89,0.0,0.0,2526.25,6561.68,328.08
HLGD,medium_airport,Gardabya Airport,31.0634994507,16.5949993134,AF,LY-SR,Sirt,SRX,4421.0,LLMZ,0.0,0.0,875.98,12916.67,321.52
HLGN,small_airport,Gamal Abdel Nasser Airport,31.861,23.906999999999996,AF,LY-BU,Tobruk,TOB,4422.0,LLNV,1.0,0.0,1702.76,27985.57,482.28
HLGT,medium_airport,Ghat Airport,25.1455993652,10.142600059500001,AF,LY-GT,Ghat,GHT,4422.0,LLNV,0.0,0.0,7532.81,27542.65,229.66
HLKF,medium_airport,Kufra Airport,24.178699493408203,23.31399917602539,AF,LY-KF,Kufra,AKF,4422.0,LLNV,0.0,0.0,4484.91,9206.04,229.66
HLLB,medium_airport,Benina International Airport,32.096801757799994,20.2695007324,AF,LY-BA,Benghazi,BEN,4423.0,LLOV,1.0,0.0,1420.6,27985.57,485.56
HLLM,medium_airport,Mitiga Airport,32.894100189208984,13.276000022888185,AF,LY-TB,Tripoli,MJI,4423.0,LLOV,1.0,0.0,118.11,32293.31,485.56
HLLQ,medium_airport,Al Abraq International Airport,32.7887,21.9643,AF,LY-JA,Al Bayda',LAQ,4424.0,LLRD,1.0,0.0,7076.77,28051.18,475.72
HLLS,medium_airport,Sabha Airport,26.98699951171875,14.47249984741211,AF,LY-SB,Sabha,SEB,4424.0,LLRD,1.0,0.0,4681.76,26164.7,377.3
HLLT,large_airport,Tripoli International Airport,32.663502,13.159,AF,LY-TB,Tripoli,TIP,4424.0,LLRD,1.0,0.0,862.86,25902.23,492.13
HLNR,small_airport,Nafurah 1 Airport,29.2132,21.5924,AF,LY-WA,Nafurah 1,NFR,4426.0,LLSD,1.0,0.0,410.1,18740.16,321.52
HLTD,medium_airport,Ghadames East Airport,30.15169906616211,9.715310096740724,AF,LY-NL,Ghadames,LTD,302388.0,LNC,0.0,0.0,3681.1,5036.09,360.89
HLZN,small_airport,Alzintan Airport,31.774878,12.250060000000001,AF,LY-JG,Zintan,ZIS,29445.0,LOAB,0.0,0.0,6824.15,9307.74,193.57
HLZW,small_airport,Zwara Airport,32.952301,12.0155,AF,LY-NQ,Zuwara,WAX,29446.0,LOAD,0.0,0.0,29.53,5393.7,269.03
HOO,small_airport,Nhon Co Airfield,11.9787,107.5638,AS,VN-33,Đăk R'Lấp,HOO,29453.0,LOGM,0.0,0.0,7447.51,5380.58,193.57
HRC,small_airport,Sary Su Airport,48.3974,70.1915,AS,KZ-KAR,Zhayrem,HRC,29472.0,LOLG,0.0,0.0,4288.06,5167.32,269.03
HRYG,medium_airport,Gisenyi Airport,-1.6771999597549438,29.258899688720703,AF,RW-04,Gisenyi,GYI,28140.0,LOLK,0.0,0.0,16673.23,7995.41,193.57
HRYI,small_airport,Butare Airport,-2.595829963684082,29.7367000579834,AF,RW-05,Butare,BTQ,29474.0,LOLM,0.0,0.0,19032.15,5006.56,321.52
HRYR,large_airport,Kigali International Airport,-1.9686299999999999,30.1395,AF,RW-01,Kigali,KGL,28134.0,LOLT,0.0,0.0,15941.6,8933.73,269.03
HRYU,small_airport,Ruhengeri Airport,-1.496873,29.631342999999998,AF,RW-03,Ruhengeri,RHG,29477.0,LOLU,0.0,0.0,20019.69,5918.64,193.57
HRZA,medium_airport,Kamembe Airport,-2.462239980697632,28.907899856567386,AF,RW-04,Kamembe,KME,4429.0,LOLW,1.0,0.0,17034.12,14960.63,321.52
HSAT,small_airport,Atbara Airport,17.710344314575195,34.057018280029304,AF,SD-04,Atbara,ATB,4429.0,LOLW,0.0,0.0,3874.67,9685.04,485.56
HSDB,small_airport,El Debba Airport,18.0146,30.9595,AF,SD-01,El Debba,EDB,21633.0,LOR,0.0,0.0,2765.75,6561.68,246.06
HSDN,medium_airport,Dongola Airport,19.1539001465,30.4300994873,AF,SD-01,Dongola,DOG,4430.0,LOWG,1.0,0.0,2532.81,32290.03,485.56
HSDZ,small_airport,Damazin Airport,11.7859,34.3367,AF,SD-24,Ad Damazin,RSS,4430.0,LOWG,0.0,0.0,5190.29,6889.76,321.52
HSFA,medium_airport,"Paloich Airport, Heliport",10.529167,32.500556,AF,SS-23,Higleig,HGI,4430.0,LOWG,0.0,0.0,4232.28,8179.13,269.03
HSFS,medium_airport,El Fasher Airport,13.61489963531494,25.32460021972656,AF,SD-02,El Fasher,ELF,4431.0,LOWI,1.0,0.0,7851.05,21528.87,485.56
HSGF,closed,Azaza Airport,14.121428,35.311861,AF,SD-06,Al Qadarif,GSU,4435.0,LOWK,1.0,0.0,5380.58,29278.22,485.56
HSGG,small_airport,Galegu Airport,12.532999992370605,35.067001342773445,AF,SD-25,Dinder,DNX,4435.0,LOWK,0.0,0.0,5380.58,7962.6,295.28
HSGN,small_airport,Geneina Airport,13.481882,22.467119,AF,SD-12,Geneina,EGN,4432.0,LOWL,1.0,0.0,8697.51,32293.31,646.33
HSHG,small_airport,Heglig Airport,9.994933,29.397717999999998,AF,SD-13,Heglig Oilfield,HEG,4433.0,LOWS,1.0,0.0,4347.11,29599.74,485.56
HSJ,small_airport,Shangjie Airport,34.842153,113.273983,AS,CN-41,Zhengzhou,HSJ,4434.0,LOWW,1.0,0.0,1476.38,37673.89,485.56
HSKA,medium_airport,Kassala Airport,15.387499809265135,36.328800201416016,AF,SD-05,Kassala,KSL,4434.0,LOWW,1.0,0.0,5482.28,38750.0,485.56
HSKG,small_airport,Khashm El Girba Airport,14.925000190734865,35.87799835205078,AF,SD-06,Khashm El Girba,GBU,28138.0,LOWZ,0.0,0.0,5118.11,8395.67,193.57
HSKI,closed,Kosti Airport,13.183,32.733002,AF,SD-08,Kosti,KST,28138.0,LOWZ,0.0,0.0,4229.0,3228.35,538.06
HSLI,small_airport,Kadugli Airport,11.137999534600002,29.7010993958,AF,SD-13,Kadugli,KDX,29483.0,LOXN,0.0,0.0,6062.99,17434.38,482.28
HSMK,small_airport,Rumbek Airport,6.82499980927,29.6690006256,AF,SS-18,Rumbek,RBX,4436.0,LOXZ,0.0,0.0,4521.0,15173.88,429.79
HSMN,medium_airport,Merowe New Airport,18.4433333333,31.8433333333,AF,SD-01,Merowe,MWE,4436.0,LOXZ,1.0,0.0,2942.91,29599.74,646.33
HSNH,small_airport,En Nahud Airport,12.666999816894533,28.33300018310547,AF,SD-09,En Nahud,NUD,4438.0,LPAV,0.0,0.0,6414.04,15068.9,538.06
HSNN,medium_airport,Nyala Airport,12.0535,24.9562,AF,SD-11,Nyala,UYL,4439.0,LPAZ,0.0,1.0,6909.45,3293.96,485.56
HSNW,small_airport,New Halfa Airport,15.3556,35.727798,AF,SD-05,New Halfa,NHF,4439.0,LPAZ,1.0,0.0,4855.64,32808.4,646.33
HSOB,medium_airport,El Obeid Airport,13.153200149536133,30.23270034790039,AF,SD-09,Al-Ubayyid,EBD,4440.0,LPBG,1.0,0.0,6322.18,18372.7,321.52
HSPN,medium_airport,Port Sudan New International Airport,19.4335994720459,37.23410034179688,AF,SD-26,Port Sudan,PZU,4442.0,LPBR,1.0,0.0,442.91,10108.27,246.06
HSSK,large_airport,Khartoum International Airport,15.5895,32.5532,AF,SD-03,Khartoum,KRT,29487.0,LPCR,0.0,0.0,4150.26,8612.2,360.89
HSSM,medium_airport,Malakal Airport,9.55897045135498,31.65220069885254,AF,SS-23,Malakal,MAK,4444.0,LPCS,1.0,0.0,4235.56,13021.65,321.52
HSSW,small_airport,Wadi Halfa Airport,21.802698,31.521578,AF,SD-01,Wadi Halfa,WHF,4446.0,LPEV,0.0,0.0,3061.02,13992.78,246.06
HSWD,small_airport,Wad Medani Airport,14.383605,33.526387,AF,SD-07,Wad Medani,DNI,4449.0,LPGR,1.0,0.0,4429.13,14858.92,321.52
HSWW,medium_airport,Wau Airport,7.725830078119999,27.9750003815,AF,SS-14,Wau,WUU,323770.0,LPHB,0.0,0.0,5016.4,216.54,216.54
HSZA,small_airport,Zalingei Airport,12.9437,23.5631,AF,SD-12,Zalingei,ZLX,31845.0,LPJO,0.0,0.0,9688.32,8612.2,269.03
HTAR,medium_airport,Arusha Airport,-3.3677899837493896,36.63330078125,AF,TZ-01,Arusha,ARK,4461.0,LPPT,1.0,1.0,14927.82,25833.33,485.56
HTBU,small_airport,Bukoba Airport,-1.3319999999999999,31.8212,AF,TZ-05,Bukoba,BKZ,4464.0,LPTN,1.0,0.0,12414.7,24704.73,485.56
HTDA,large_airport,Julius Nyerere International Airport,-6.87811,39.202599,AF,TZ-02,Dar es Salaam,DAR,29493.0,LPVL,0.0,0.0,597.11,18392.39,321.52
HTDO,medium_airport,Dodoma Airport,-6.17044,35.752602,AF,TZ-03,Dodoma,DOD,4465.0,LPVR,1.0,0.0,12050.53,10193.57,321.52
HTGW,medium_airport,Songwe Airport,-8.919942,33.273981,AF,TZ-14,Mbeya,MBI,29705.0,LQBI,0.0,0.0,14475.07,11811.02,820.21
HTIR,medium_airport,Iringa Airport,-7.668630123138428,35.75210189819336,AF,TZ-04,Nduli,IRI,4467.0,LQBK,1.0,0.0,15347.77,26945.54,485.56
HTKA,small_airport,Kigoma Airport,-4.8862,29.6709,AF,TZ-08,Kigoma,TKQ,4468.0,LQMO,1.0,0.0,8858.27,25833.33,518.37
HTKI,small_airport,Kilwa Airport,-8.91123,39.508619,AF,TZ-12,Kilwa Masoko,KIY,30536.0,LQVI,0.0,0.0,164.04,7749.34,321.52
HTKJ,medium_airport,Kilimanjaro International Airport,-3.42941,37.074501,AF,TZ-01,Arusha,JRO,5667.0,LR79,1.0,0.0,9619.42,26909.45,859.58
HTLI,small_airport,Lindi Airport,-9.851005,39.75911,AF,TZ-12,Lindi,LDI,4473.0,LRBM,1.0,0.0,328.08,23143.05,485.56
HTLM,medium_airport,Lake Manyara Airport,-3.376310110092163,35.81829833984375,AF,TZ-26,Lake Manyara National Park,LKY,315901.0,LRCD,0.0,0.0,13615.49,6463.25,196.85
HTM,small_airport,Khatgal Airport,50.435988,100.13953199999999,AS,MN-041,Hatgal,HTM,4475.0,LRCK,1.0,0.0,18044.62,37673.89,485.56
HTMA,small_airport,Mafia Airport,-7.917478,39.668502000000004,AF,TZ-19,Kilindoni,MFA,4476.0,LRCL,1.0,0.0,196.85,21958.66,485.56
HTMD,small_airport,Mwadui Airport,-3.521332,33.615542,AF,TZ-22,Mwadui,MWN,4477.0,LRCS,0.0,0.0,13024.93,21528.87,485.56
HTMI,small_airport,Masasi Airport,-10.732999801635742,38.766998291015625,AF,TZ-17,Masasi,XMI,324128.0,LRFL,0.0,0.0,5577.43,6456.69,360.89
HTMP,small_airport,Mpanda Airport,-6.355373999999999,31.084115999999998,AF,TZ-20,Mpanda,NPY,4482.0,LROP,1.0,0.0,11548.56,37677.17,485.56
HTMS,small_airport,Moshi Airport,-3.3633298873901367,37.32690048217773,AF,TZ-09,Moshi,QSI,309711.0,lrpv,0.0,0.0,9189.63,8202.1,360.89
HTMT,medium_airport,Mtwara Airport,-10.336203999999999,40.181996999999996,AF,TZ-17,Mtwara,MYW,4483.0,LRSB,1.0,0.0,1217.19,28310.37,485.56
HTMU,small_airport,Musoma Airport,-1.5030000000000001,33.8021,AF,TZ-13,Musoma,MUZ,4484.0,LRSM,1.0,0.0,12486.88,26771.65,485.56
HTMW,medium_airport,Mwanza Airport,-2.4444899559021,32.932701110839844,AF,TZ-18,Mwanza,MWZ,4485.0,LRSV,1.0,0.0,12345.8,26476.38,485.56
HTNA,small_airport,Nachingwea Airport,-10.357500076293944,38.77920150756836,AF,TZ-12,Nachingwea,NCH,4487.0,LRTM,1.0,0.0,4593.18,21528.87,321.52
HTNJ,small_airport,Njombe Airport,-9.350000381469727,34.799999237060554,AF,TZ-04,Njombe,JOM,30501.0,LRTZ,0.0,0.0,20997.38,10226.38,360.89
HTPE,medium_airport,Pemba Airport,-5.25726,39.811401000000004,AF,TZ-25,Chake Chake,PMA,21635.0,LS01,0.0,0.0,262.47,114.83,114.83
HTSN,small_airport,Seronera Airport,-2.4580599999999997,34.822497999999996,AF,TZ-13,Seronera,SEU,21640.0,LS06,0.0,0.0,16666.67,131.23,131.23
HTSO,small_airport,Songea Airport,-10.68299961090088,35.58300018310547,AF,TZ-21,Songea,SGX,21641.0,LS07,0.0,0.0,11302.49,177.17,177.17
HTSU,small_airport,Sumbawanga Airport,-7.948889,31.610278000000005,AF,TZ-20,Sumbawanga,SUT,21642.0,LS08,0.0,0.0,19553.81,328.08,328.08
HTSY,small_airport,Shinyanga Airport,-3.6093,33.5035,AF,TZ-22,Shinyanga,SHY,21644.0,LS10,0.0,0.0,12467.19,6561.68,131.23
HTTB,small_airport,Tabora Airport,-5.076389789581299,32.833301544189446,AF,TZ-24,Tabora,TBO,21645.0,LS11,0.0,0.0,12690.29,8038.06,213.25
HTTG,medium_airport,Tanga Airport,-5.09236,39.071201,AF,TZ-25,Tanga,TGT,21646.0,LS12,0.0,0.0,423.23,78.74,78.74
HTZA,large_airport,Abeid Amani Karume International Airport,-6.22202,39.224899,AF,TZ-07,Zanzibar,ZNZ,7293.0,LS18,0.0,0.0,177.17,8202.1,459.32
HUAR,medium_airport,Arua Airport,3.049152,30.911714,AF,UG-N,Arua,RUA,15800.0,LS83,0.0,0.0,12962.6,9022.31,246.06
HUEN,large_airport,Entebbe International Airport,0.042386,32.443501,AF,UG-C,Kampala,EBB,21716.0,LS85,0.0,0.0,12408.14,246.06,246.06
HUGU,medium_airport,Gulu Airport,2.805560111999512,32.271800994873054,AF,UG-N,Gulu,ULU,349529.0,LS88,0.0,0.0,11515.75,6656.82,246.06
HUJI,small_airport,Jinja Airport,0.449999988079,33.200000762900004,AF,UG-E,Jinja,JIN,21719.0,LS89,0.0,0.0,12647.64,1968.5,328.08
HUKC,closed,Kololo Airstrip,0.3262,32.594,AF,UG-C,Kampala,KLA,21721.0,LS91,0.0,0.0,12923.23,2460.63,328.08
HUKF,small_airport,Pakuba Airfield,2.326563,31.497698,AF,UG-W,Kabalega Falls,PAF,21723.0,LS93,0.0,0.0,7759.19,984.25,246.06
HUKS,small_airport,Kasese Airport,0.18299999833106995,30.10000038146973,AF,UG-W,Kasese,KSE,21727.0,LS97,0.0,0.0,10321.52,131.23,65.62
HUMA,small_airport,Mbarara Airport,-0.5552779999999999,30.5994,AF,UG-W,Mbarara,MBQ,29494.0,LSGB,0.0,0.0,15091.86,7536.09,321.52
HUMI,small_airport,Masindi Airport,1.7580599784851074,31.7367000579834,AF,UG-W,Masindi,KCU,4489.0,LSGC,1.0,0.0,12631.23,12162.07,291.99
HUSO,medium_airport,Soroti Airport,1.7276899814605713,33.62279891967773,AF,UG-E,Soroti,SRT,4491.0,LSGK,0.0,0.0,12129.27,15068.9,429.79
HUTO,small_airport,Tororo Airport,0.6830000281333923,34.16699981689453,AF,UG-E,Tororo,TRY,29496.0,LSGL,0.0,0.0,12598.43,9419.29,246.06
HWA,small_airport,Hawabango Airport,-7.392994,146.003487,OC,PG-GPK,Hawabango,HWA,29497.0,LSGN,0.0,0.0,14970.47,7529.53,216.54
IBI,small_airport,Iboki Airport,-5.5536,149.19,OC,PG-WBK,Iboki,IBI,4542.0,LTBS,1.0,0.0,42.65,32290.03,485.56
IBL,medium_airport,Indigo Bay Lodge Airport,-21.708000000000002,35.452801,AF,MZ-I,Bazaruto Island,IBL,4543.0,LTBT,1.0,0.0,65.62,32201.44,485.56
ICO,small_airport,Sicogon Airstrip,11.4595,123.2506,AS,PH-ILI,Carles,ICO,4544.0,LTBU,1.0,0.0,82.02,32296.59,485.56
ID-0003,small_airport,Pulau Panjang Airport,-5.644444,106.5625,AS,ID-JB,Jakarta,PPJ,4546.0,LTBX,0.0,0.0,508.53,8221.79,164.04
ID-0006,small_airport,Notohadinegoro Airport,-8.238056,113.69443899999999,AS,ID-JI,Jember,JBB,44490.0,LTBZ,0.0,0.0,921.92,32293.31,485.56
ID-0011,small_airport,Banyuwangi International Airport,-8.31015,114.3401,AS,ID-JI,Banyuwangi,BWX,4550.0,LTCD,0.0,1.0,367.45,19028.87,449.48
ID-0169,small_airport,Bawean - Harun Thohir Airport,-5.723628,112.67888899999998,AS,ID-JI,Bawean,BXW,21768.0,MA25,0.0,0.0,305.12,19685.04,3280.84
ID-AAS,small_airport,Apalapsili Airport,-3.8832,139.3108,AS,ID-PA,Apalapsili,AAS,21790.0,MA47,0.0,0.0,10170.6,492.13,196.85
ID-AGD,small_airport,Anggi Airport,-1.3858,133.8737,AS,ID-PB,Anggi-Papua Island,AGD,21791.0,MA48,0.0,0.0,21797.9,180.45,131.23
ID-AKQ,small_airport,Gunung Batin Airport,-4.61113977432251,105.23200225830078,AS,ID-LA,Astraksetra-Sumatra Island,AKQ,21793.0,MA50,0.0,0.0,324.8,82.02,82.02
ID-AYW,small_airport,Ayawasi Airport,-1.1593,132.4633,AS,ID-PB,Ayawasi-Papua Island,AYW,21793.0,MA50,0.0,0.0,5118.11,82.02,82.02
ID-BJG,small_airport,Boalang Airport,-0.9728959798812866,122.1449966430664,AS,ID-ST,Boalang-Celebes Island,BJG,21794.0,MA51,0.0,0.0,479.0,39.37,39.37
ID-BXM,small_airport,Batom Airport,-4.16666984558,140.850006104,AS,ID-PA,Batom-Papua Island,BXM,21795.0,MA52,0.0,0.0,1889.76,3526.9,98.43
ID-DRH,small_airport,Dabra Airport,-3.2705,138.6132,AS,ID-PA,Dabra-Papua Island,DRH,21796.0,MA53,0.0,0.0,682.41,6660.11,492.13
ID-ELR,small_airport,Elelim Airport,-3.7826,139.3861,AS,ID-PA,Elelim-Papua Island,ELR,21797.0,MA54,0.0,0.0,4888.45,492.13,246.06
ID-EWE,small_airport,Ewer Airport,-5.494,138.083,AS,ID-PA,Asmat,EWE,21798.0,MA55,0.0,0.0,88.58,5971.13,328.08
ID-FOO,small_airport,Kornasoren Airfield,-0.936325013638,134.871994019,AS,ID-PA,Kornasoren-Numfoor Island,FOO,21799.0,MA56,0.0,0.0,42.65,131.23,131.23
ID-GAV,small_airport,Gag Island Airport,-0.4005559980869293,129.89500427246094,AS,ID-PB,Gag Island,GAV,21800.0,MA57,0.0,0.0,3.28,328.08,246.06
ID-IUL,small_airport,Ilu Airport,-3.7051,138.2002,AS,ID-PA,Ilu-Papua Island,IUL,21801.0,MA58,0.0,0.0,21023.62,393.7,255.91
ID-KBF,small_airport,Karubaga Airport,-3.6839999999999997,138.47899999999998,AS,ID-PA,Karubaga-Papua Island,KBF,21802.0,MA59,0.0,0.0,17060.37,246.06,246.06
ID-KBX,small_airport,Kambuaya Airport,-1.316815,132.286987,AS,ID-PB,Kambuaya-Papua Island,KBX,21803.0,MA6,0.0,0.0,4665.35,10498.69,984.25
ID-KCD,small_airport,Kamur Airport,-6.1851,138.6372,AS,ID-PA,Kamur-Papua Island,KCD,21803.0,MA6,0.0,0.0,82.02,15091.86,1640.42
ID-KCI,small_airport,Kon Airport,-8.349193,127.050793,AS,TL-LA,Kon,KCI,21804.0,MA60,0.0,0.0,492.13,131.23,131.23
ID-KEA,small_airport,Keisah Airport,-7.666669845581055,140.5,AS,ID-PA,Keisah-Papua Island,KEA,21805.0,MA62,0.0,0.0,265.75,196.85,196.85
ID-KMM,small_airport,Kiman Airport,-3.666670083999634,136.16667175292972,AS,ID-PA,Kiman-Papua Island,KMM,21806.0,MA63,0.0,0.0,10662.73,4921.26,164.04
ID-KOD,small_airport,Kotabangun Airport,-0.26666998863200003,116.583335876,AS,ID-KI,Kotabangun-Borneo Island,KOD,21807.0,MA64,0.0,0.0,42.65,6561.68,492.13
ID-KRC,small_airport,Departi Parbo Airport,-2.093,101.4683,AS,ID-JA,Sungai Penuh,KRC,21808.0,MA65,0.0,0.0,8530.18,13123.36,1640.42
ID-LLN,small_airport,Kelila Airport,-3.728565,138.710375,AS,ID-PA,Kelila-Papua Island,LLN,21808.0,MA65,0.0,0.0,29829.4,16404.2,1640.42
ID-LWE,small_airport,Lewoleba Airport,-8.3629,123.43799999999999,AS,ID-NT,Lewoleba-Lembata Island,LWE,21810.0,MA67,0.0,0.0,82.02,295.28,131.23
ID-LYK,small_airport,Lunyuk Airport,-8.9889,117.2158,AS,ID-NB,Lunyuk-Simbawa Island,LYK,21811.0,MA68,0.0,0.0,144.36,196.85,196.85
ID-MJY,closed,Mangun Jaya Airport,-2.73333,103.567001,AS,ID-SS,Mangun Jaya,MJY,21812.0,MA69,0.0,0.0,249.34,164.04,164.04
ID-MPT,small_airport,Maliana airport,-8.167739868164062,125.00900268554688,AS,ID-NT,Maliana-Alor Island,MPT,21813.0,MA70,0.0,0.0,3139.76,3280.84,164.04
ID-MSI,small_airport,Masalembo Airport,-5.583330154418945,114.43299865722656,AS,ID-JI,Masalembo Island,MSI,21814.0,MA71,0.0,0.0,98.43,328.08,328.08
ID-MUF,small_airport,Muting Airport,-7.3147,140.5668,AS,ID-PA,Muting,MUF,21815.0,MA72,0.0,0.0,229.66,6561.68,65.62
ID-NAF,small_airport,Banaina Airport,2.72305011749,117.125999451,AS,ID-KU,Banaina-Borneo Island,NAF,21815.0,MA72,0.0,0.0,196.85,6561.68,65.62
ID-OBD,small_airport,Obano Airport,-3.9106,136.2306,AS,ID-PA,Obano-Papua Island,OBD,21816.0,MA73,0.0,0.0,19028.87,164.04,164.04
ID-PUM,small_airport,Pomala Airport,-4.1810898780823,121.61799621581999,AS,ID-SG,Kolaka,PUM,21818.0,MA75,0.0,0.0,288.71,7874.02,246.06
ID-PWL,small_airport,Purwokerto Airport,-7.4616699218800004,109.416999817,AS,ID-JT,Purwokerto-Java Island,PWL,21819.0,MA76,0.0,0.0,738.19,328.08,328.08
ID-RAQ,small_airport,Sugimanuru Airport,-4.760557,122.56937099999999,AS,ID-SG,Raha-Muna Island,RAQ,21820.0,MA77,0.0,0.0,433.07,5905.51,328.08
ID-RKI,small_airport,Rokot Airport,-0.9499999880790709,100.75,AS,ID-SB,Rokot-Sumatra Island,RKI,21821.0,MA78,0.0,0.0,16322.18,9186.35,1312.34
ID-RTI,small_airport,Roti Airport,-10.484299659729004,123.3740005493164,AS,ID-NT,Roti-Rote Island,RTI,21822.0,MA79,0.0,0.0,213.25,164.04,78.74
ID-RUF,small_airport,Yuruf Airport,-3.6333,140.958,AS,ID-PA,Amgotro,RUF,21823.0,MA80,0.0,0.0,6049.87,5249.34,164.04
ID-RZS,closed,Sawan Airport,-8.13278,115.172997,AS,ID-BA,Sawan,RZS,21824.0,MA81,0.0,0.0,2230.97,111.55,111.55
ID-SAE,small_airport,Sangir Airport,-8.366669654846191,118.33335876464844,AS,ID-NB,Sangir-Simbawa Island,SAE,21825.0,MA82,0.0,0.0,574.15,16404.2,656.17
ID-TBM,small_airport,Tumbang Samba Airport,-1.4694,113.0833,AS,ID-KT,Tumbang Samba-Borneo Island,TBM,21826.0,MA83,0.0,0.0,524.93,131.23,131.23
ID-TMY,small_airport,Tiom Airport,-3.9256,138.4555,AS,ID-PA,Tiom-Papua Island,TMY,21827.0,MA84,0.0,0.0,22739.5,328.08,328.08
ID-ZEG,small_airport,Senggo Airport,-5.6908,139.3502,AS,ID-PA,Senggo-Papua Island,ZEG,21830.0,MA87,0.0,0.0,170.6,16404.2,656.17
ID-ZGP,medium_airport,Bilogai-Sugapa Airport,-3.73956,137.031998,AS,ID-PA,Sugapa-Papua Island,UGU,21831.0,MA88,0.0,0.0,24107.61,9186.35,164.04
IDN,small_airport,Indagen Airport,-6.22663,147.244,OC,PG-MPL,Indagen,IDN,21919.0,MD76,0.0,0.0,18989.5,131.23,131.23
ILX,closed,Ileg Airport,-5.4917,145.8022,OC,PG-MPM,Ileg,ILX,4875.0,MM23,0.0,0.0,196.85,12578.74,321.52
IMA,small_airport,Iamalele Airport,-9.5107,150.5246,OC,PG-MBA,"Iamalele, Fergusson Island",IMA,4883.0,MM32,0.0,0.0,131.23,21646.98,485.56
IMG,small_airport,Inhaminga Airport,-18.41,35.0045,AF,MZ-S,Inhaminga,IMG,313720.0,MM35,0.0,0.0,3517.06,17224.41,196.85
IN-0012,small_airport,Pakyong Airport,27.2313,88.58719599999999,AS,IN-SK,Pakyong,PYG,4897.0,MM52,0.0,0.0,15059.06,21194.23,262.47
IN-0070,small_airport,Jindal Vijaynagar Airport,15.175920999999999,76.63303,AS,IN-KA,Toranagallu,VDY,318685.0,MMGD,0.0,0.0,5479.0,12795.28,360.89
IN-JGB,small_airport,Jagdalpur Airport,19.074301000000002,82.03679699999999,AS,IN-CT,Jagdalpur,JGB,22242.0,MO37,0.0,0.0,5977.69,7545.93,196.85
IN-NVY,small_airport,Neyveli Airport,11.6129560471,79.527381897,AS,IN-TN,Neyveli,NVY,22242.0,MO37,0.0,0.0,603.67,7545.93,196.85
