ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_region,municipality,iata_code
GFLL,large_airport,Lungi International Airport,8.616439999999999,-13.1955,84.0,AF,SL-N,Freetown (Lungi-Town),FNA
GFYE,medium_airport,Yengema Airport,8.610469818115233,-11.04539966583252,1300.0,AF,SL-E,Yengema,WYE
GGOV,medium_airport,Osvaldo Vieira International Airport,11.894800186157227,-15.65369987487793,129.0,AF,GW-BS,Bissau,OXB
GLBU,small_airport,Buchanan Airport,5.9055029999999995,-10.058262,41.0,AF,LR-GB,Buchanan,UCN
GLCP,small_airport,Cape Palmas Airport,4.3790202140808105,-7.696949958801269,20.0,AF,LR-MY,Harper,CPA
GLGE,small_airport,Greenville/Sinoe Airport,5.032124,-9.064236,10.0,AF,LR-SI,Greenville,SNI
GLMR,medium_airport,Spriggs Payne Airport,6.289060115814209,-10.758700370788574,25.0,AF,LR-MO,Monrovia,MLW
GLNA,small_airport,Nimba Airport,7.5,-8.600000381469728,1632.0,AF,LR-NI,Nimba,NIA
GLP,small_airport,Gulgubip Airport,-5.2808,141.5411,4900.0,OC,PG-WHM,Gulgubip,GLP
GLRB,large_airport,Roberts International Airport,6.23379,-10.3623,31.0,AF,LR-MG,Monrovia,ROB
GLST,small_airport,Sasstown Airport,4.681845,-8.434667999999999,6.0,AF,LR-GK,Sasstown,SAZ
GLTN,small_airport,Tchien Airport,6.04565,-8.138722999999999,790.0,AF,LR-GG,Zwedru,THC
GLVA,small_airport,Voinjama Airport,8.32347,-9.769249,1400.0,AF,LR-LO,Voinjama,VOI
GMAD,medium_airport,Al Massira Airport,30.322478000000004,-9.412003,250.0,AF,MA-AGD,Agadir (Temsia),AGA
GMAT,medium_airport,Tan Tan Airport,28.448200225830078,-11.161299705505373,653.0,AF,MA-TNT,Tan Tan,TTA
GMAZ,small_airport,Zagora Airport,30.3202991486,-5.866670131679999,2631.0,AF,MA-TIZ,Zagora,OZG
GMFB,medium_airport,Bouarfa Airport,32.5143055556,-1.98305555556,3630.0,AF,MA-FIG,Bouarfa,UAR
GMFF,medium_airport,Saïss Airport,33.927299499499995,-4.977960109709999,1900.0,AF,MA-FES,Fes,FEZ
GMFK,medium_airport,Moulay Ali Cherif Airport,31.947500228899997,-4.39833021164,3428.0,AF,MA-ERR,Errachidia,ERH
GMFM,medium_airport,Bassatine Airport,33.879100799560554,-5.515120029449463,1890.0,AF,MA-MEK,Meknes,MEK
GMFO,medium_airport,Angads Airport,34.78720092773437,-1.92399001121521,1535.0,AF,MA-OUJ,Oujda,OUD
GMMA,medium_airport,Smara Airport,26.731987,-11.683655,350.0,AF,EH-U-A,Smara,SMW
GMMB,small_airport,Ben Slimane Airport,33.655398999999996,-7.22145,627.0,AF,MA-CAS,Ben Slimane,GMD
GMMC,closed,Anfa Airport,33.5532989502,-7.661389827730001,200.0,AF,MA-CAS,Casablanca,CAS
GMMD,small_airport,Beni Mellal Airport,32.401895,-6.315905,1694.0,AF,MA-BEM,Beni Mellal,BEM
GMME,medium_airport,Rabat-Salé Airport,34.051497999999995,-6.751519999999999,276.0,AF,MA-RBA,Rabat,RBA
GMMF,closed,Sidi Ifni Airport,29.368889000000003,-10.180278,190.0,AF,MA-BAH,Sidi Ifni,SII
GMMH,medium_airport,Dakhla Airport,23.7183,-15.932,36.0,AF,EH-U-A,Dakhla,VIL
GMMI,medium_airport,Essaouira-Mogador Airport,31.397499,-9.68167,384.0,AF,MA-ESI,Essaouira,ESU
GMML,medium_airport,Hassan I Airport,27.151699,-13.2192,207.0,AF,EH-U-A,El Aaiún,EUN
GMMN,large_airport,Mohammed V International Airport,33.36750030517578,-7.589970111846924,656.0,AF,MA-CAS,Casablanca,CMN
GMMS,closed,Safi Airport,32.275414000000005,-9.234266,171.0,AF,MA-TIZ,Safi,SFI
GMMW,medium_airport,Nador International Airport,34.988800048799995,-3.0282099247000005,574.0,AF,MA-NAD,Nador,NDR
GMMX,medium_airport,Menara Airport,31.6068992615,-8.036299705510002,1545.0,AF,MA-MAR,Marrakech,RAK
GMMY,medium_airport,Kenitra Air Base,34.298901,-6.59588,16.0,AF,MA-KEN,Kenitra,NNA
GMMZ,medium_airport,Ouarzazate Airport,30.939100265500002,-6.909430027010001,3782.0,AF,MA-OUA,Ouarzazate,OZZ
GMQ,medium_airport,Golog Maqin Airport,34.418065999999996,100.301144,12426.0,AS,CN-63,Golog,GMQ
GMTA,medium_airport,Cherif Al Idrissi Airport,35.177101135253906,-3.83951997756958,95.0,AF,MA-HOC,Al Hoceima,AHU
GMTN,medium_airport,Saniat R'mel Airport,35.594299316406,-5.320020198822,10.0,AF,MA-TET,Tétouan,TTU
GMTT,medium_airport,Tangier Ibn Battouta Airport,35.726898,-5.91689,62.0,AF,MA-TNG,Tangier,TNG
GOBD,large_airport,Blaise Diagne International Airport,14.67,-17.073332999999998,290.0,AF,SN-DK,Dakar,DSS
GOC,small_airport,Gora Airstrip,-9.0021,148.2364,2497.0,OC,PG-NPP,Gora,GOC
GODK,small_airport,Kolda North Airport,12.898500442504885,-14.968099594116213,33.0,AF,SN-KD,Kolda,KDA
GOGG,medium_airport,Ziguinchor Airport,12.5556,-16.281799,75.0,AF,SN-ZG,Ziguinchor,ZIG
GOGS,medium_airport,Cap Skirring Airport,12.39533,-16.748,52.0,AF,SN-ZG,Cap Skirring,CSK
GOOK,medium_airport,Kaolack Airport,14.146900177001953,-16.051300048828125,26.0,AF,SN-FK,Kaolack,KLC
GOOY,small_airport,Léopold Sédar Senghor International Airport,14.7397,-17.4902,85.0,AF,SN-DK,Dakar,DKR
GOSM,medium_airport,Ouro Sogui Airport,15.5936,-13.3228,85.0,AF,SN-MT,Ouro Sogui,MAX
GOSP,small_airport,Podor Airport,16.678155,-14.964957,20.0,AF,SN-SL,Podor,POD
GOSR,small_airport,Richard Toll Airport,16.433000564575195,-15.649999618530273,20.0,AF,SN-SL,Richard Toll,RDT
GOSS,medium_airport,Saint Louis Airport,16.049814,-16.461039000000003,9.0,AF,SN-SL,Saint Louis,XLS
GOTB,medium_airport,Bakel Airport,14.847299575805664,-12.468299865722654,98.0,AF,SN-TC,Bakel,BXE
GOTK,medium_airport,Kédougou Airport,12.57229995727539,-12.22029972076416,584.0,AF,SN-TC,Kédougou,KGG
GOTS,small_airport,Simenti Airport,13.046799659729006,-13.29539966583252,171.0,AF,SN-TC,Simenti,SMY
GOTT,medium_airport,Tambacounda Airport,13.73680019378662,-13.65310001373291,161.0,AF,SN-TC,Tambacounda,TUD
GQNA,small_airport,Aioun el Atrouss Airport,16.711299896240234,-9.637880325317383,951.0,AF,MR-02,Aioun El Atrouss,AEO
GQNB,small_airport,Boutilimit Airport,17.533000946044922,-14.68299961090088,121.0,AF,MR-06,Boutilimit,OTL
GQNC,small_airport,Tichitt Airport,18.450000762939453,-9.517000198364258,561.0,AF,MR-09,Tichitt,THI
GQND,small_airport,Tidjikja Airport,18.570101,-11.4235,1342.0,AF,MR-09,Tidjikja,TIY
GQNE,small_airport,Abbaye Airport,16.63331413269043,-14.200000762939453,66.0,AF,MR-05,Boghe,BGH
GQNF,small_airport,Kiffa Airport,16.59,-11.4062,430.0,AF,MR-03,Kiffa,KFA
GQNH,small_airport,Timbedra Airport,16.232999801635742,-8.166999816894531,692.0,AF,MR-01,Timbedra,TMD
GQNI,small_airport,Néma Airport,16.622,-7.3166,745.0,AF,MR-01,Néma,EMN
GQNJ,small_airport,Akjoujt Airport,19.73301696777344,-14.383249282836914,403.0,AF,MR-12,Akjoujt,AJJ
GQNK,small_airport,Kaédi Airport,16.1595,-13.5076,75.0,AF,MR-04,Kaédi,KED
GQNL,small_airport,Letfotar Airport,17.75,-12.5,256.0,AF,MR-05,Moudjeria,MOM
GQNO,large_airport,Nouakchott–Oumtounsy International Airport,18.31,-15.969722199999998,9.0,AF,MR-NKC,Nouakchott,NKC
GQNS,small_airport,Sélibaby Airport,15.179699897766113,-12.207300186157227,219.0,AF,MR-10,Sélibaby,SEY
GQNT,small_airport,Tamchakett Airport,17.23157,-10.77923,620.0,AF,MR-02,Tamchakett,THT
GQPA,medium_airport,Atar International Airport,20.506799697875977,-13.04319953918457,734.0,AF,MR-07,Atar,ATR
GQPF,small_airport,Fderik Airport,22.673551,-12.729262,961.0,AF,MR-11,Fderik,FGD
GQPP,medium_airport,Nouadhibou International Airport,20.9330997467041,-17.030000686645508,24.0,AF,MR-08,Nouadhibou,NDB
GQPZ,small_airport,Tazadit Airport,22.757345,-12.482228,1119.0,AF,MR-11,Zouérate,OUZ
GRC,small_airport,Grand Cess Airport,4.571000000000001,-8.2076,28.0,AF,LR-GK,Grand Cess,GRC
GRH,closed,Garuahi Airport,-10.225149,150.487667,50.0,OC,PG-MBA,Garuahi,GRH
GTZ,small_airport,Kirawira B Aerodrome,-2.1608330000000002,34.225556,3970.0,AF,TZ-13,Grumeti Game Reserve,GTZ
GUCY,medium_airport,Conakry International Airport,9.576889999999999,-13.612,72.0,AF,GN-C,Conakry,CKY
GUE,small_airport,Guriaso (Keraso) Airport,-3.583167,141.5895,400.0,OC,PG-SAN,Guriaso,GUE
GUFA,small_airport,Fria Airport,10.3506,-13.5692,499.0,AF,GN-B,Fria,FIG
GUFH,small_airport,Faranah Airport,10.0354995728,-10.7698001862,1476.0,AF,GN-F,Faranah,FAA
GUKU,small_airport,Kissidougou Airport,9.1605596542358,-10.124400138855,1808.0,AF,GN-F,Kissidougou,KSI
GULB,small_airport,Tata Airport,11.337512,-12.290869,3396.0,AF,GN-L,Labé,LEK
GUMA,small_airport,Macenta Airport,8.481857000000002,-9.525071,1690.0,AF,GN-N,Macenta,MCA
GUNZ,small_airport,Nzérékoré Airport,7.8104130000000005,-8.702073,1657.0,AF,GN-N,Nzérékoré,NZE
GUOK,small_airport,Boké Baralande Airport,10.9658,-14.2811,164.0,AF,GN-B,Boké,BKJ
GUSB,small_airport,Sambailo Airport,12.575315,-13.363349,295.0,AF,GN-B,Koundara,SBI
GUSI,small_airport,Siguiri Airport,11.399833000000001,-9.188410000000001,1296.0,AF,GN-K,Siguiri,GII
GUXN,small_airport,Kankan Airport,10.448438000000001,-9.228757,1234.0,AF,GN-K,Kankan,KNN
GVAC,large_airport,Amílcar Cabral International Airport,16.7414,-22.9494,177.0,AF,CV-B,Espargos,SID
GVAN,small_airport,Agostinho Neto Airport,17.202800750732422,-25.090599060058594,32.0,AF,CV-B,Ponta do Sol,NTO
GVBA,medium_airport,Rabil Airport,16.136499404907227,-22.888900756835934,69.0,AF,CV-B,Rabil,BVC
GVMA,medium_airport,Maio Airport,15.15590000152588,-23.21369934082031,36.0,AF,CV-S,Vila do Maio,MMO
GVMT,small_airport,Mosteiros Airport,15.045000076293945,-24.33919906616211,66.0,AF,CV-S,Vila do Mosteiros,MTI
GVNP,medium_airport,Praia International Airport,14.924500465393065,-23.49349975585937,230.0,AF,CV-S,Praia,RAI
GVSF,small_airport,São Filipe Airport,14.885000228900001,-24.479999542199998,617.0,AF,CV-S,São Filipe,SFL
GVSN,medium_airport,Preguiça Airport,16.58839988708496,-24.28470039367676,669.0,AF,CV-B,Preguiça,SNE
GVSV,medium_airport,São Pedro Airport,16.8332,-25.0553,66.0,AF,CV-B,São Pedro,VXE
GWN,closed,Gnarowein Airport,-6.555,146.248,525.0,OC,PG-MPL,Gnarowein,GWN
GY-BCG,small_airport,Bemichi Airport,7.640211999999999,-58.961786,94.0,SA,GY-BA,Kumaka,BCG
GY-BTO,small_airport,Botopasi Airport,4.21751109352,-55.4470539093,242.0,SA,SR-SI,Botopasi,BTO
GY-DOE,small_airport,Djumu-Djomoe Airport,4.00571261057,-55.481643676800005,290.0,SA,SR-SI,Djumu-Djomoe,DOE
GY-LDO,small_airport,Ladouanie Airport,4.376108283450001,-55.4070568085,236.0,SA,SR-SI,Aurora,LDO
GY-WSO,small_airport,Washabo Airport,5.2152769999999995,-57.185302,68.0,SA,SR-SI,Washabo,WSO
HAAB,large_airport,Addis Ababa Bole International Airport,8.977889999999999,38.799301,7630.0,AF,ET-AA,Addis Ababa,ADD
HABC,small_airport,Baco Airport,5.78287,36.562,4580.0,AF,ET-SN,Baco,BCO
HABD,medium_airport,Bahir Dar Airport,11.608099937438965,37.32160186767578,5978.0,AF,ET-AM,Bahir Dar,BJR
HABE,small_airport,Beica Airport,9.386389999999999,34.5219,5410.0,AF,ET-OR,Beica,BEI
HADB,closed,Degah Bur Airport,8.234,43.5673,3550.0,AF,ET-SO,Degah Bur,DGC
HADC,small_airport,Combolcha Airport,11.082500457763672,39.71139907836914,6117.0,AF,ET-AM,Dessie,DSE
HADD,small_airport,Dembidollo Airport,8.553999900817871,34.85800170898437,5200.0,AF,ET-GA,Dembidollo,DEM
HADM,small_airport,Debra Marcos Airport,10.350000381469727,37.71699905395508,8136.0,AF,ET-AM,Debra Marcos,DBM
HADR,medium_airport,Aba Tenna Dejazmach Yilma International Airport,9.624699592590332,41.85419845581055,3827.0,AF,ET-DD,Dire Dawa,DIR
HADT,small_airport,Debre Tabor Airport,11.967000007629395,38.0,8490.0,AF,ET-AM,Debre Tabor,DBT
HAFN,small_airport,Fincha Airport,9.583000183105467,37.349998474121094,7600.0,AF,ET-OR,Fincha,FNH
HAGB,small_airport,Robe Airport,7.116063400000001,40.0463033,7892.0,AF,ET-OR,Goba,GOB
HAGH,small_airport,Ghinnir Airport,7.150000095369999,40.716999054,6499.0,AF,ET-OR,Ghinnir,GNN
HAGM,medium_airport,Gambella Airport,8.12876033782959,34.563098907470696,1614.0,AF,ET-GA,Gambela,GMB
HAGN,medium_airport,Gonder Airport,12.51990032196045,37.433998107910156,6449.0,AF,ET-AM,Gondar,GDQ
HAGO,medium_airport,Gode Airport,5.935130119319999,43.578601837200004,834.0,AF,ET-SO,Gode,GDE
HAGR,small_airport,Gore Airport,8.1614,35.5529,6580.0,AF,ET-OR,Gore,GOR
HAHM,medium_airport,Harar Meda Airport,8.7163,39.0059,6201.0,AF,ET-OR,Debre Zeyit,QHR
HAHU,small_airport,Humera Airport,14.283973000000001,36.581369,1930.0,AF,ET-TI,Humera,HUE
HAJJ,medium_airport,Wilwal International Airport,9.3325,42.9121,5954.0,AF,ET-SO,Jijiga,JIJ
HAJM,medium_airport,Jimma Airport,7.66609001159668,36.81660079956055,5500.0,AF,ET-OR,Jimma,JIM
HAKD,small_airport,Kebri Dahar Airport,6.732577,44.241339,1800.0,AF,ET-SO,Kebri Dahar,ABK
HAKL,small_airport,Kelafo East Airport,5.6570000648498535,44.349998474121094,1730.0,AF,ET-SO,Kelafo,LFO
HALA,medium_airport,Awasa Airport,7.095,38.398333,5450.0,AF,ET-XSD,Awasa,AWA
HALL,small_airport,Lalibella Airport,11.975000381469727,38.97999954223633,6506.0,AF,ET-AM,Lalibela,LLI
HAMA,small_airport,Mekane Selam Airport,10.7254,38.7415,8405.0,AF,ET-AM,Mekane Selam,MKS
HAMM,small_airport,Metema Airport,12.9329996109,36.1669998169,2650.0,AF,ET-AM,Metema,ETE
HAMN,small_airport,Mendi Airport,9.767000000000001,35.099998,5500.0,AF,ET-OR,Mendi,NDM
HAMR,small_airport,Mui River Airport,5.8646,35.7485,1834.0,AF,ET-SN,Omo National Park,MUJ
HAMT,small_airport,Mizan Teferi Airport,6.9571,35.5547,4396.0,AF,ET-GA,Mizan Teferi,MTF
HANG,small_airport,Negele Airport,5.2897,39.7023,5230.0,AF,ET-OR,Negele Borana,EGL
HANJ,small_airport,Nejjo Airport,9.55,35.466995000000004,6150.0,AF,ET-OR,Nejo,NEJ
HANK,small_airport,Nekemte Airport,9.050000190734863,36.599998474121094,6500.0,AF,ET-OR,Nekemte,NEK
HAPW,small_airport,Beles Airport,11.3126,36.4164,3695.0,AF,ET-BE,Pawe,PWI
HASD,small_airport,Soddu Airport,6.816999912261963,37.75,6400.0,AF,ET-OR,Soddu,SXU
HASK,small_airport,Shakiso Airport,5.6923,38.9764,5815.0,AF,ET-OR,Shakiso,SKR
HASM,small_airport,Semera Airport,11.7875,40.9915,1390.0,AF,ET-AF,Semera,SZE
HASO,medium_airport,Asosa Airport,10.018500328063963,34.586299896240234,5100.0,AF,ET-BE,Asosa,ASO
HATP,small_airport,Tippi Airport,7.2024,35.415,1100.0,AF,ET-GA,Tippi,TIE
HAWC,small_airport,Waca Airport,7.166999816894531,37.16699981689453,4200.0,AF,ET-OR,Waca,WAC
HAWR,small_airport,Warder Airport,6.9724,45.3334,1850.0,AF,ET-SO,Warder,WRA
HAZ,small_airport,Hatzfeldhaven Airport,-4.4033,145.2056,26.0,OC,PG-MPM,Hatzfeldhaven,HAZ
HBBA,medium_airport,Bujumbura Melchior Ndadaye International Airport,-3.3240199999999995,29.318501,2582.0,AF,BI-BM,Bujumbura,BJM
HBBE,small_airport,Gitega Airport,-3.4172089999999997,29.911308000000002,5741.0,AF,BI-GI,Gitega,GID
HBBO,small_airport,Kirundo Airport,-2.544772,30.094575,4511.0,AF,BI-KI,Kirundo,KRE
HBQ,medium_airport,Haibei Qilian Airport,38.012,100.64399999999999,10377.0,AS,CN-63,Qilian,HBQ
HBT,seaplane_base,Hambantota Seaplane Base,6.124043,81.10300000000001,0.0,AS,LK-3,Hambantota,HBT
HCMA,small_airport,Alula Airport,11.9582,50.748000000000005,6.0,AF,SO-BR,Alula,ALU
HCMB,small_airport,Baidoa Airport,3.1019200000000002,43.627137,1820.0,AF,SO-BY,Baidoa,BIB
HCMC,small_airport,Candala Airport,11.494000000000002,49.9085,30.0,AF,SO-BR,Candala,CXN
HCMD,small_airport,Bardera Airport,2.3301950000000002,42.311802,4200.0,AF,SO-GE,Bardera,BSY
HCME,small_airport,Eil Airport,8.104,49.82,879.0,AF,SO-NU,Eyl,HCM
HCMF,small_airport,Bosaso / Bender Qassim International Airport,11.275235,49.139231,3.0,AF,SO-BR,Bosaso,BSA
HCMG,small_airport,Gardo Airport,9.517000198364258,49.08300018310547,2632.0,AF,SO-BR,Gardo,GSR
HCMH,medium_airport,Egal International Airport,9.513207000000001,44.082389,4471.0,AF,SO-WO,Hargeisa,HGA
HCMI,medium_airport,Berbera Airport,10.385035,44.936723,30.0,AF,SO-WO,Berbera,BBO
HCMJ,small_airport,Lugh Ganane Airport,3.8124,42.5459,507.0,AF,SO-GE,Luuq,LGX
HCMK,medium_airport,Kismayo Airport,-0.377353,42.459202000000005,49.0,AF,SO-JH,Kismayo,KMU
HCMM,medium_airport,Aden Adde International Airport,2.014440059661865,45.3046989440918,29.0,AF,SO-BN,Mogadishu,MGQ
HCMN,small_airport,Beledweyne Airport,4.7669760000000005,45.2388,559.0,AF,SO-HI,Beledweyne,BLW
HCMO,small_airport,Hobyo Airport,5.358003,48.515281,65.0,AF,SO-MU,Hobyo,CMO
HCMR,small_airport,Galcaio Airport,6.78082990646,47.45470047,975.0,AF,SO-MU,Galcaio,GLK
HCMS,small_airport,Iskushuban Airport,10.3,50.233002,1121.0,AF,SO-BR,Iskushuban,CMS
HCMU,small_airport,Erigavo Airport,10.642050549,47.387981414799995,5720.0,AF,SO-SA,Erigavo,ERA
HCMV,small_airport,Burao Airport,9.5275,45.5549,3400.0,AF,SO-TO,Burao,BUO
HCMW,small_airport,Garowe Airport,8.457942,48.567407,1465.0,AF,SO-NU,Garowe,GGR
HDAM,medium_airport,Djibouti-Ambouli Airport,11.547300338745115,43.15950012207031,49.0,AF,DJ-DJ,Djibouti City,JIB
HDAS,small_airport,Ali-Sabieh Airport,11.146889,42.72,2313.0,AF,DJ-AS,Ali-Sabieh,AII
HDOB,small_airport,Obock Airport,11.967000007629395,43.266998291015625,69.0,AF,DJ-OB,Obock,OBC
HDTJ,small_airport,Tadjoura Airport,11.787037,42.917376000000004,246.0,AF,DJ-TA,Tadjoura,TDJ
HE25,small_airport,El Minya Airport,28.1012992859,30.730300903299998,121.0,AF,EG-MN,Minya,EMY
HE40,small_airport,Sidi Barrani Airport,31.466600418091,25.878000259399,320.0,AF,EG-MT,Sidi Barrani,SQK
HEAL,medium_airport,El Alamein International Airport,30.9245,28.461399,143.0,AF,EG-MT,El Alamein,DBB
HEAR,medium_airport,El Arish International Airport,31.073299408,33.8358001709,121.0,AS,EG-SIN,El Arish,AAC
HEAT,medium_airport,Asyut International Airport,27.045792,31.012755,748.0,AF,EG-AST,Asyut,ATZ
HEAX,medium_airport,El Nuzha Airport,31.192333,29.953081,-6.0,AF,EG-ALX,Alexandria,ALY
HEBA,medium_airport,Borg El Arab International Airport,30.916153,29.694401,177.0,AF,EG-ALX,Alexandria,HBE
HEBL,medium_airport,Abu Simbel Airport,22.3759994507,31.611700058,616.0,AF,EG-ASN,Abu Simbel,ABS
HECA,large_airport,Cairo International Airport,30.12190055847168,31.40559959411621,382.0,AF,EG-C,Cairo,CAI
HECP,medium_airport,Capital International Airport,30.074293,31.842959999999998,761.0,AF,EG-C,New Administrative Capital,CCE
HEDK,small_airport,Dakhla Airport,25.4116,29.003099,613.0,AF,EG-WAD,Al Wahat Al Dakhla,DAK
HEGN,large_airport,Hurghada International Airport,27.180325,33.807292,32.0,AF,EG-BA,Hurghada,HRG
HEGR,medium_airport,El Gora Airport,31.072783,34.132290000000005,324.0,AF,EG-SIN,El Gora,EGH
HELX,medium_airport,Luxor International Airport,25.674629,32.700012,276.0,AF,EG-KN,Luxor,LXR
HEMA,medium_airport,Marsa Alam International Airport,25.557100295999998,34.5836982727,251.0,AF,EG-BA,Marsa Alam,RMF
HEMM,medium_airport,Marsa Matruh Airport,31.325398999999997,27.221701,94.0,AF,EG-MT,Marsa Matruh,MUH
HEO,small_airport,Haelogo Airport,-9.13658,147.598434,3217.0,OC,PG-CPM,Haelogo,HEO
HEOW,small_airport,Sharq El Owainat International Airport,22.5853,28.715372,859.0,AF,EG-WAD,Sharq El Owainat,GSQ
HEPS,medium_airport,Port Said Airport,31.279399871826172,32.240001678466804,8.0,AF,EG-SHR,Port Said,PSD
HESC,medium_airport,Saint Catherine International Airport,28.682729,34.060503000000004,4402.0,AF,EG-JS,Saint Catherine,SKV
HESG,medium_airport,Sohag International Airport,26.342778000000003,31.742778,310.0,AF,EG-SHG,Sohag,HMB
HESH,large_airport,Sharm El Sheikh International Airport,27.977301,34.395,143.0,AF,EG-JS,Sharm el-Sheikh,SSH
HESN,medium_airport,Aswan International Airport,23.964399337800003,32.8199996948,662.0,AF,EG-ASN,Aswan,ASW
HESW,small_airport,Siwa Oasis North Airport,29.345621,25.505762,330.0,AF,EG-MT,Siwa,SEW
HESX,medium_airport,Sphinx International Airport,30.108148,30.895690000000002,553.0,AF,EG-GZ,Giza,SPX
HETB,medium_airport,Taba International Airport,29.587799,34.778099,2415.0,AF,EG-SIN,Taba,TCP
HETR,small_airport,El Tor Airport,28.209,33.6455,115.0,AF,EG-JS,El Tor,ELT
HHAS,medium_airport,Asmara International Airport,15.291899681091307,38.91070175170898,7661.0,AF,ER-SK,Asmara,ASM
HHMS,medium_airport,Massawa International Airport,15.670000076293945,39.37009811401367,194.0,AF,ER-SK,Massawa,MSW
HHSB,medium_airport,Assab International Airport,13.071800231933596,42.64500045776367,46.0,AF,ER-DK,Asab,ASA
HHTS,small_airport,Tessenei Airport,15.104322,36.681711,2018.0,AF,ER-GB,Tessenei,TES
HIA,medium_airport,Lianshui Airport,33.7908333333,119.125,28.0,AS,CN-32,Huai'an,HIA
HIL,small_airport,Shilavo Airport,6.077545,44.763736,1296.0,AF,ET-SO,Shilavo,HIL
HJJJ,large_airport,Juba International Airport,4.8720099999999995,31.601101,1513.0,AF,SS-17,Juba,JUB
HKAM,medium_airport,Amboseli Airport,-2.645050048828125,37.25310134887695,3755.0,AF,KE-700,Amboseli National Park,ASV
HKEL,medium_airport,Eldoret International Airport,0.4044579863548279,35.23889923095703,6941.0,AF,KE-700,Eldoret,EDL
HKES,small_airport,Eliye Springs Airport,3.216670036315918,35.96670150756836,1395.0,AF,KE-700,Eliye Springs,EYS
HKFG,small_airport,Kalokol Airport,3.4916099999999997,35.836777000000005,1245.0,AF,KE-700,Kalokol,KLK
HKGA,small_airport,Garissa Airport,-0.4635080099105835,39.64830017089844,475.0,AF,KE-500,Garissa,GAS
HKHO,small_airport,Hola Airport,-1.5219999551773071,40.00400161743164,195.0,AF,KE-300,Hola,HOA
HKJK,large_airport,Jomo Kenyatta International Airport,-1.31923997402,36.9277992249,5330.0,AF,KE-110,Nairobi,NBO
HKKE,small_airport,Keekorok Airport,-1.5863450000000001,35.257455,5800.0,AF,KE-700,Keekorok,KEU
HKKG,small_airport,Kakamega Airport,0.271342009306,34.787300109899995,5020.0,AF,KE-900,Kakamega,GGM
HKKI,medium_airport,Kisumu Airport,-0.0861390009522438,34.72890090942383,3734.0,AF,KE-600,Kisumu,KIS
HKKL,small_airport,Kilaguni Airport,-2.9106099605560303,38.06520080566406,2750.0,AF,KE-300,Kilaguni,ILU
HKKR,small_airport,Kericho Airport,-0.3899,35.242093,6446.0,AF,KE-700,Kericho,KEY
HKKT,medium_airport,Kitale Airport,0.9719889760017396,34.95859909057617,6070.0,AF,KE-700,Kitale,KTL
HKLK,medium_airport,Lokichoggio Airport,4.20412015914917,34.348201751708984,2074.0,AF,KE-700,Lokichoggio,LKG
HKLO,medium_airport,Lodwar Airport,3.1219699382781982,35.608699798583984,1715.0,AF,KE-700,Lodwar,LOK
HKLU,medium_airport,Manda Airstrip,-2.252419948577881,40.91310119628906,20.0,AF,KE-300,Lamu,LAU
HKLY,small_airport,Loyengalani Airport,2.75,36.71699905395508,1195.0,AF,KE-400,Loyengalani,LOY
HKMA,small_airport,Mandera Airport,3.933000087738037,41.849998474121094,805.0,AF,KE-500,Mandera,NDE
HKMB,small_airport,Marsabit Airport,2.3442540000000003,37.999996,4395.0,AF,KE-400,Marsabit,RBT
HKMK,small_airport,Mulika Lodge Airport,0.16508299999999998,38.195141,2000.0,AF,KE-400,Meru-Kinna,JJM
HKML,medium_airport,Malindi Airport,-3.2293100357055664,40.10169982910156,80.0,AF,KE-300,Malindi,MYD
HKMO,large_airport,Moi International Airport,-4.03483,39.5942,200.0,AF,KE-300,Mombasa,MBA
HKMS,medium_airport,Mara Serena Lodge Airstrip,-1.406111,35.008057,5200.0,AF,KE-700,Masai Mara,MRE
HKMY,small_airport,Moyale Airport,3.4697199999999997,39.101397999999996,2790.0,AF,KE-400,Moyale (Lower),OYL
HKNI,small_airport,Nyeri Airport,-0.3644140064716339,36.97848510742188,5830.0,AF,KE-200,Nyeri,NYE
HKNK,small_airport,Nakuru Airport,-0.298067,36.159302000000004,6234.0,AF,KE-700,Nakuru,NUU
HKNW,medium_airport,Nairobi Wilson Airport,-1.3217200040817259,36.81480026245117,5536.0,AF,KE-110,Nairobi,WIL
HKNY,medium_airport,Nanyuki Airport,-0.062399,37.041008000000005,6250.0,AF,KE-200,Nanyuki,NYK
HKSB,small_airport,Buffalo Spring,0.530583,37.534195000000004,3295.0,AF,KE-700,Samburu,UAS
HKUK,small_airport,Ukunda Airstrip,-4.29333,39.571098,98.0,AF,KE-300,Ukunda,UKA
HKWJ,medium_airport,Wajir Airport,1.7332400000000001,40.091599,770.0,AF,KE-500,Wajir,WJR
HLGD,medium_airport,Gardabya Airport,31.0634994507,16.5949993134,267.0,AF,LY-SR,Sirt,SRX
HLGN,small_airport,Gamal Abdel Nasser Airport,31.861,23.906999999999996,519.0,AF,LY-BU,Tobruk,TOB
HLGT,medium_airport,Ghat Airport,25.1455993652,10.142600059500001,2296.0,AF,LY-GT,Ghat,GHT
HLKF,medium_airport,Kufra Airport,24.178699493408203,23.31399917602539,1367.0,AF,LY-KF,Kufra,AKF
HLLB,medium_airport,Benina International Airport,32.096801757799994,20.2695007324,433.0,AF,LY-BA,Benghazi,BEN
